10	2000
20110319_0177	0	650
20110319_0177	0	642
20110319_0177	0	643
20110319_0177	0	644
20110319_0177	0	660
20110319_0177	0	662
20110319_0177	0	649
20110319_0177	0	639
20110319_0177	0	663
20110319_0177	0	645
20110319_0177	0	648
20110319_0177	0	658
20110319_0177	0	659
20110319_0177	0	647
20110319_0177	0	655
20110319_0177	0	652
20110319_0177	0	654
20110319_0177	0	640
20110319_0181	0	767
20110319_0181	0	774
20110319_0181	0	772
20110319_0181	0	766
20110319_0181	0	769
20110319_0181	0	762
20110319_0181	0	773
20110319_0181	0	778
20110319_0181	0	770
20110319_0181	0	777
20110319_0181	0	776
20110319_0181	0	775
20110319_0181	0	765
20110319_0181	0	782
20110319_0181	0	780
20110319_0181	0	771
20110319_0181	0	785
20110319_0181	0	781
20110319_0181	0	784
20110319_0181	0	768
20110319_0181	0	763
20110319_0189	0	727
20110319_0189	0	733
20110319_0189	0	718
20110319_0189	0	728
20110319_0189	0	736
20110319_0189	0	724
20110319_0189	0	726
20110319_0189	0	732
20110319_0189	0	713
20110319_0189	0	721
20110319_0189	0	717
20110319_0189	0	715
20110319_0189	0	714
20110319_0189	0	731
20110319_0189	0	729
20110319_0189	0	734
20110319_0189	0	730
20110319_0189	0	719
20110319_0190	0	712
20110319_0190	0	709
20110319_0190	0	731
20110319_0190	0	729
20110319_0190	0	728
20110319_0190	0	718
20110319_0190	0	730
20110319_0190	0	722
20110319_0190	0	710
20110319_0190	0	719
20110319_0190	0	716
20110319_0190	0	723
20110319_0190	0	733
20110319_0190	0	714
20110319_0190	0	717
20110319_0190	0	713
20110319_0190	0	711
20110319_0190	0	721
20110319_0190	0	727
20110319_0190	0	725
20110319_0194	0	780
20110319_0194	0	787
20110319_0194	0	766
20110319_0194	0	769
20110319_0194	0	783
20110319_0194	0	768
20110319_0194	0	786
20110319_0194	0	770
20110319_0194	0	778
20110319_0194	0	772
20110319_0194	0	777
20110319_0194	0	773
20110319_0194	0	771
20110319_0194	0	763
20110319_0194	0	781
20110319_0194	0	764
20110319_0194	0	767
20110319_0194	0	782
20110319_0194	0	765
20110319_0207	0	745
20110319_0207	0	759
20110319_0207	0	749
20110319_0207	0	752
20110319_0207	0	765
20110319_0207	0	744
20110319_0207	0	755
20110319_0207	0	747
20110319_0207	0	742
20110319_0207	0	743
20110319_0207	0	763
20110319_0207	0	746
20110319_0207	0	757
20110319_0207	0	751
20110319_0207	0	754
20110319_0207	0	764
20110319_0207	0	761
20110319_0207	0	748
20110319_0207	0	762
20110319_0218	0	769
20110319_0218	0	762
20110319_0218	0	776
20110319_0218	0	761
20110319_0218	0	764
20110319_0218	0	767
20110319_0218	0	755
20110319_0218	0	763
20110319_0218	0	768
20110319_0218	0	753
20110319_0218	0	777
20110319_0218	0	775
20110319_0218	0	759
20110319_0218	0	772
20110319_0218	0	773
20110319_0218	0	758
20110319_0218	0	765
20110319_0218	0	771
20110319_0218	0	766
20110319_0218	0	754
20110319_0218	0	770
20110319_0218	0	760
20110319_0226	0	891
20110319_0226	0	902
20110319_0226	0	889
20110319_0226	0	896
20110319_0226	0	887
20110319_0226	0	894
20110319_0226	0	899
20110319_0226	0	904
20110319_0226	0	880
20110319_0226	0	890
20110319_0226	0	886
20110319_0226	0	881
20110319_0226	0	901
20110319_0226	0	895
20110319_0226	0	900
20110319_0226	0	885
20110319_0226	0	903
20110319_0226	0	883
20110319_0226	0	884
20110319_0226	0	898
20110319_0226	0	893
20110319_0227	0	809
20110319_0227	0	827
20110319_0227	0	808
20110319_0227	0	818
20110319_0227	0	811
20110319_0227	0	805
20110319_0227	0	821
20110319_0227	0	817
20110319_0227	0	803
20110319_0227	0	812
20110319_0227	0	813
20110319_0227	0	814
20110319_0227	0	810
20110319_0227	0	804
20110319_0227	0	826
20110319_0227	0	822
20110319_0227	0	824
20110319_0227	0	815
20110319_0227	0	816
20110319_0227	0	825
20110319_0227	0	807
20110319_0228	0	763
20110319_0228	0	768
20110319_0228	0	780
20110319_0228	0	781
20110319_0228	0	767
20110319_0228	0	766
20110319_0228	0	782
20110319_0228	0	771
20110319_0228	0	785
20110319_0228	0	779
20110319_0228	0	776
20110319_0228	0	778
20110319_0228	0	764
20110319_0228	0	783
20110319_0228	0	762
20110319_0228	0	769
20110319_0228	0	773
20110319_0228	0	774
20110319_0228	0	772
20110320_0008	0	963
20110320_0008	0	943
20110320_0008	0	947
20110320_0008	0	942
20110320_0008	0	962
20110320_0008	0	945
20110320_0008	0	951
20110320_0008	0	949
20110320_0008	0	959
20110320_0008	0	956
20110320_0008	0	955
20110320_0008	0	960
20110320_0008	0	952
20110320_0008	0	950
20110320_0008	0	958
20110320_0008	0	946
20110320_0008	0	948
20110320_0010	0	750
20110320_0010	0	729
20110320_0010	0	737
20110320_0010	0	746
20110320_0010	0	741
20110320_0010	0	734
20110320_0010	0	742
20110320_0010	0	751
20110320_0010	0	747
20110320_0010	0	738
20110320_0010	0	728
20110320_0010	0	745
20110320_0010	0	732
20110320_0010	0	744
20110320_0010	0	735
20110320_0010	0	743
20110320_0010	0	730
20110320_0010	0	736
20110320_0010	0	731
20110320_0027	0	827
20110320_0027	0	823
20110320_0027	0	835
20110320_0027	0	824
20110320_0027	0	834
20110320_0027	0	822
20110320_0027	0	812
20110320_0027	0	814
20110320_0027	0	813
20110320_0027	0	826
20110320_0027	0	832
20110320_0027	0	811
20110320_0027	0	831
20110320_0027	0	829
20110320_0027	0	830
20110320_0027	0	821
20110320_0027	0	817
20110320_0027	0	820
20110320_0027	0	825
20110320_0043	0	830
20110320_0043	0	826
20110320_0043	0	819
20110320_0043	0	822
20110320_0043	0	824
20110320_0043	0	820
20110320_0043	0	815
20110320_0043	0	807
20110320_0043	0	827
20110320_0043	0	818
20110320_0043	0	828
20110320_0043	0	816
20110320_0043	0	808
20110320_0043	0	821
20110320_0043	0	817
20110320_0043	0	823
20110320_0043	0	812
20110320_0043	0	813
20110320_0043	0	814
20110320_0043	0	831
20110320_0064	0	866
20110320_0064	0	879
20110320_0064	0	868
20110320_0064	0	874
20110320_0064	0	884
20110320_0064	0	878
20110320_0064	0	881
20110320_0064	0	876
20110320_0064	0	882
20110320_0064	0	890
20110320_0064	0	886
20110320_0064	0	873
20110320_0064	0	889
20110320_0064	0	887
20110320_0064	0	872
20110320_0064	0	888
20110320_0064	0	883
20110320_0064	0	870
20110320_0064	0	880
20110320_0064	0	877
20110320_0065	0	1130
20110320_0065	0	1134
20110320_0065	0	1125
20110320_0065	0	1126
20110320_0065	0	1114
20110320_0065	0	1119
20110320_0065	0	1123
20110320_0065	0	1115
20110320_0065	0	1112
20110320_0065	0	1127
20110320_0065	0	1117
20110320_0065	0	1131
20110320_0065	0	1122
20110320_0065	0	1113
20110320_0065	0	1133
20110320_0065	0	1124
20110320_0065	0	1116
20110320_0065	0	1118
20110320_0065	0	1129
20110320_0065	0	1120
20110320_0065	0	1111
20110320_0067	0	1028
20110320_0067	0	1022
20110320_0067	0	1018
20110320_0067	0	1010
20110320_0067	0	1009
20110320_0067	0	1008
20110320_0067	0	1027
20110320_0067	0	1005
20110320_0067	0	1017
20110320_0067	0	1006
20110320_0067	0	1012
20110320_0067	0	1011
20110320_0067	0	1023
20110320_0067	0	1025
20110320_0067	0	1016
20110320_0067	0	1015
20110320_0067	0	1019
20110320_0067	0	1004
20110320_0098	0	930
20110320_0098	0	927
20110320_0098	0	943
20110320_0098	0	928
20110320_0098	0	935
20110320_0098	0	923
20110320_0098	0	940
20110320_0098	0	939
20110320_0098	0	934
20110320_0098	0	922
20110320_0098	0	925
20110320_0098	0	929
20110320_0098	0	941
20110320_0098	0	938
20110320_0098	0	932
20110320_0098	0	937
20110320_0098	0	942
20110320_0098	0	931
20110320_0098	0	945
20110320_0098	0	946
20110320_0117	0	997
20110320_0117	0	986
20110320_0117	0	976
20110320_0117	0	992
20110320_0117	0	977
20110320_0117	0	984
20110320_0117	0	975
20110320_0117	0	974
20110320_0117	0	985
20110320_0117	0	995
20110320_0117	0	987
20110320_0117	0	994
20110320_0117	0	978
20110320_0117	0	981
20110320_0117	0	980
20110320_0117	0	983
20110320_0117	0	988
20110320_0117	0	993
20110320_0134	0	888
20110320_0134	0	892
20110320_0134	0	898
20110320_0134	0	897
20110320_0134	0	895
20110320_0134	0	899
20110320_0134	0	908
20110320_0134	0	890
20110320_0134	0	901
20110320_0134	0	891
20110320_0134	0	896
20110320_0134	0	894
20110320_0134	0	903
20110320_0134	0	900
20110320_0134	0	905
20110320_0134	0	886
20110320_0134	0	909
20110320_0134	0	887
20110320_0134	0	907
20110320_0134	0	902
20110320_0135	0	917
20110320_0135	0	934
20110320_0135	0	918
20110320_0135	0	932
20110320_0135	0	930
20110320_0135	0	920
20110320_0135	0	927
20110320_0135	0	924
20110320_0135	0	922
20110320_0135	0	915
20110320_0135	0	919
20110320_0135	0	921
20110320_0135	0	929
20110320_0135	0	926
20110320_0135	0	923
20110320_0135	0	916
20110320_0135	0	931
20110320_0138	0	830
20110320_0138	0	833
20110320_0138	0	832
20110320_0138	0	822
20110320_0138	0	829
20110320_0138	0	820
20110320_0138	0	815
20110320_0138	0	818
20110320_0138	0	825
20110320_0138	0	836
20110320_0138	0	824
20110320_0138	0	823
20110320_0138	0	834
20110320_0138	0	817
20110320_0138	0	821
20110320_0138	0	837
20110320_0138	0	838
20110320_0138	0	819
20110320_0138	0	835
20110320_0138	0	816
20110320_0156	0	965
20110320_0156	0	983
20110320_0156	0	987
20110320_0156	0	975
20110320_0156	0	969
20110320_0156	0	970
20110320_0156	0	988
20110320_0156	0	982
20110320_0156	0	981
20110320_0156	0	979
20110320_0156	0	989
20110320_0156	0	967
20110320_0156	0	971
20110320_0156	0	976
20110320_0156	0	984
20110320_0156	0	977
20110320_0156	0	966
20110320_0156	0	986
20110320_0156	0	972
20110320_0156	0	973
20110320_0156	0	978
20110320_0161	0	902
20110320_0161	0	897
20110320_0161	0	899
20110320_0161	0	907
20110320_0161	0	905
20110320_0161	0	911
20110320_0161	0	912
20110320_0161	0	910
20110320_0161	0	909
20110320_0161	0	916
20110320_0161	0	906
20110320_0161	0	900
20110320_0161	0	901
20110320_0161	0	903
20110320_0161	0	896
20110320_0161	0	915
20110320_0161	0	908
20110320_0161	0	893
20110320_0161	0	898
20110320_0167	0	903
20110320_0167	0	899
20110320_0167	0	900
20110320_0167	0	891
20110320_0167	0	888
20110320_0167	0	906
20110320_0167	0	889
20110320_0167	0	907
20110320_0167	0	897
20110320_0167	0	905
20110320_0167	0	883
20110320_0167	0	894
20110320_0167	0	901
20110320_0167	0	887
20110320_0167	0	884
20110320_0167	0	890
20110320_0167	0	904
20110320_0167	0	896
20110320_0167	0	898
20110320_0167	0	892
20110320_0169	0	944
20110320_0169	0	965
20110320_0169	0	942
20110320_0169	0	957
20110320_0169	0	959
20110320_0169	0	962
20110320_0169	0	948
20110320_0169	0	943
20110320_0169	0	949
20110320_0169	0	964
20110320_0169	0	952
20110320_0169	0	960
20110320_0169	0	953
20110320_0169	0	947
20110320_0169	0	966
20110320_0169	0	946
20110320_0169	0	956
20110320_0169	0	955
20110320_0169	0	961
20110320_0169	0	945
20110320_0169	0	950
20110320_0173	0	839
20110320_0173	0	847
20110320_0173	0	838
20110320_0173	0	840
20110320_0173	0	842
20110320_0173	0	850
20110320_0173	0	846
20110320_0173	0	829
20110320_0173	0	830
20110320_0173	0	852
20110320_0173	0	841
20110320_0173	0	831
20110320_0173	0	832
20110320_0173	0	848
20110320_0173	0	851
20110320_0173	0	837
20110320_0173	0	845
20110320_0173	0	833
20110320_0173	0	834
20110320_0173	0	835
20110320_0178	0	979
20110320_0178	0	973
20110320_0178	0	974
20110320_0178	0	976
20110320_0178	0	967
20110320_0178	0	991
20110320_0178	0	987
20110320_0178	0	984
20110320_0178	0	978
20110320_0178	0	981
20110320_0178	0	972
20110320_0178	0	975
20110320_0178	0	971
20110320_0178	0	988
20110320_0178	0	990
20110320_0178	0	970
20110320_0187	0	950
20110320_0187	0	933
20110320_0187	0	940
20110320_0187	0	935
20110320_0187	0	949
20110320_0187	0	956
20110320_0187	0	955
20110320_0187	0	948
20110320_0187	0	939
20110320_0187	0	947
20110320_0187	0	941
20110320_0187	0	943
20110320_0187	0	932
20110320_0187	0	954
20110320_0187	0	942
20110320_0187	0	934
20110320_0187	0	937
20110320_0187	0	953
20110320_0187	0	951
20110320_0187	0	945
20110320_0194	0	1103
20110320_0194	0	1116
20110320_0194	0	1104
20110320_0194	0	1112
20110320_0194	0	1105
20110320_0194	0	1110
20110320_0194	0	1109
20110320_0194	0	1114
20110320_0194	0	1113
20110320_0194	0	1100
20110320_0194	0	1119
20110320_0194	0	1096
20110320_0194	0	1111
20110320_0194	0	1107
20110320_0194	0	1098
20110320_0194	0	1118
20110320_0194	0	1117
20110320_0194	0	1108
20110320_0194	0	1101
20110320_0194	0	1102
20110320_0194	0	1097
20110422_0033	0	774
20110422_0033	0	756
20110422_0033	0	770
20110422_0033	0	760
20110422_0033	0	773
20110422_0033	0	780
20110422_0033	0	762
20110422_0033	0	765
20110422_0033	0	778
20110422_0033	0	772
20110422_0033	0	764
20110422_0033	0	767
20110422_0033	0	757
20110422_0033	0	768
20110422_0033	0	776
20110422_0033	0	779
20110422_0033	0	777
20110422_0033	0	775
20110422_0033	0	763
20110422_0034	0	775
20110422_0034	0	761
20110422_0034	0	779
20110422_0034	0	769
20110422_0034	0	763
20110422_0034	0	773
20110422_0034	0	767
20110422_0034	0	764
20110422_0034	0	780
20110422_0034	0	776
20110422_0034	0	770
20110422_0034	0	766
20110422_0034	0	774
20110422_0034	0	768
20110422_0034	0	758
20110422_0034	0	757
20110422_0034	0	771
20110422_0034	0	781
20110422_0034	0	760
20110422_0034	0	765
20110422_0052	0	676
20110422_0052	0	698
20110422_0052	0	689
20110422_0052	0	684
20110422_0052	0	697
20110422_0052	0	677
20110422_0052	0	699
20110422_0052	0	680
20110422_0052	0	691
20110422_0052	0	682
20110422_0052	0	681
20110422_0052	0	687
20110422_0052	0	692
20110422_0052	0	696
20110422_0052	0	695
20110422_0052	0	688
20110422_0052	0	690
20110422_0052	0	693
20110422_0052	0	683
20110422_0052	0	694
20110422_0052	0	685
20110422_0052	0	686
20110422_0065	0	1081
20110422_0065	0	1078
20110422_0065	0	1072
20110422_0065	0	1067
20110422_0065	0	1071
20110422_0065	0	1082
20110422_0065	0	1065
20110422_0065	0	1061
20110422_0065	0	1064
20110422_0065	0	1084
20110422_0065	0	1076
20110422_0065	0	1083
20110422_0065	0	1075
20110422_0065	0	1063
20110422_0065	0	1068
20110422_0065	0	1060
20110422_0065	0	1070
20110422_0065	0	1074
20110422_0065	0	1073
20110422_0065	0	1077
20110422_0065	0	1080
20110422_0066	0	721
20110422_0066	0	725
20110422_0066	0	718
20110422_0066	0	719
20110422_0066	0	722
20110422_0066	0	703
20110422_0066	0	706
20110422_0066	0	717
20110422_0066	0	711
20110422_0066	0	709
20110422_0066	0	704
20110422_0066	0	715
20110422_0066	0	710
20110422_0066	0	707
20110422_0066	0	724
20110422_0066	0	712
20110422_0066	0	723
20110422_0066	0	714
20110422_0066	0	713
20110422_0066	0	705
20110422_0066	0	726
20110422_0073	0	859
20110422_0073	0	862
20110422_0073	0	864
20110422_0073	0	856
20110422_0073	0	866
20110422_0073	0	855
20110422_0073	0	858
20110422_0073	0	865
20110422_0073	0	874
20110422_0073	0	860
20110422_0073	0	872
20110422_0073	0	857
20110422_0073	0	854
20110422_0073	0	869
20110422_0073	0	863
20110422_0073	0	867
20110422_0073	0	861
20110422_0073	0	875
20110422_0073	0	870
20110422_0082	0	817
20110422_0082	0	802
20110422_0082	0	818
20110422_0082	0	811
20110422_0082	0	806
20110422_0082	0	796
20110422_0082	0	819
20110422_0082	0	816
20110422_0082	0	805
20110422_0082	0	815
20110422_0082	0	804
20110422_0082	0	812
20110422_0082	0	814
20110422_0082	0	820
20110422_0082	0	808
20110422_0082	0	800
20110422_0082	0	807
20110422_0082	0	801
20110422_0090	0	772
20110422_0090	0	763
20110422_0090	0	781
20110422_0090	0	787
20110422_0090	0	766
20110422_0090	0	771
20110422_0090	0	785
20110422_0090	0	764
20110422_0090	0	765
20110422_0090	0	776
20110422_0090	0	777
20110422_0090	0	778
20110422_0090	0	783
20110422_0090	0	786
20110422_0090	0	775
20110422_0090	0	784
20110422_0090	0	773
20110422_0090	0	774
20110422_0090	0	769
20110422_0090	0	768
20110422_0106	0	687
20110422_0106	0	684
20110422_0106	0	672
20110422_0106	0	681
20110422_0106	0	675
20110422_0106	0	666
20110422_0106	0	669
20110422_0106	0	678
20110422_0106	0	667
20110422_0106	0	686
20110422_0106	0	673
20110422_0106	0	679
20110422_0106	0	674
20110422_0106	0	683
20110422_0106	0	682
20110422_0106	0	677
20110423_0004	0	840
20110423_0004	0	863
20110423_0004	0	842
20110423_0004	0	841
20110423_0004	0	861
20110423_0004	0	845
20110423_0004	0	839
20110423_0004	0	846
20110423_0004	0	843
20110423_0004	0	859
20110423_0004	0	862
20110423_0004	0	856
20110423_0004	0	854
20110423_0004	0	844
20110423_0004	0	860
20110423_0004	0	851
20110423_0004	0	857
20110423_0005	0	831
20110423_0005	0	826
20110423_0005	0	832
20110423_0005	0	844
20110423_0005	0	824
20110423_0005	0	837
20110423_0005	0	833
20110423_0005	0	820
20110423_0005	0	834
20110423_0005	0	836
20110423_0005	0	835
20110423_0005	0	839
20110423_0005	0	827
20110423_0005	0	823
20110423_0005	0	842
20110423_0005	0	828
20110423_0005	0	829
20110423_0005	0	830
20110423_0005	0	841
20110423_0010	0	805
20110423_0010	0	784
20110423_0010	0	791
20110423_0010	0	804
20110423_0010	0	799
20110423_0010	0	807
20110423_0010	0	790
20110423_0010	0	792
20110423_0010	0	794
20110423_0010	0	788
20110423_0010	0	801
20110423_0010	0	786
20110423_0010	0	795
20110423_0010	0	796
20110423_0010	0	798
20110423_0010	0	806
20110423_0010	0	802
20110423_0010	0	808
20110423_0010	0	785
20110423_0010	0	800
20110423_0010	0	789
20110423_0010	0	797
20110423_0010	0	787
20110423_0031	0	1083
20110423_0031	0	1088
20110423_0031	0	1087
20110423_0031	0	1085
20110423_0031	0	1079
20110423_0031	0	1092
20110423_0031	0	1100
20110423_0031	0	1084
20110423_0031	0	1101
20110423_0031	0	1093
20110423_0031	0	1081
20110423_0031	0	1080
20110423_0031	0	1089
20110423_0031	0	1082
20110423_0031	0	1097
20110423_0031	0	1102
20110423_0031	0	1090
20110423_0031	0	1091
20110423_0031	0	1086
20110423_0031	0	1078
20110423_0031	0	1098
20110423_0038	0	968
20110423_0038	0	962
20110423_0038	0	963
20110423_0038	0	969
20110423_0038	0	980
20110423_0038	0	964
20110423_0038	0	981
20110423_0038	0	978
20110423_0038	0	961
20110423_0038	0	972
20110423_0038	0	971
20110423_0038	0	975
20110423_0038	0	984
20110423_0038	0	966
20110423_0038	0	977
20110423_0038	0	960
20110423_0038	0	973
20110423_0038	0	974
20110423_0038	0	976
20110423_0044	0	1225
20110423_0044	0	1214
20110423_0044	0	1208
20110423_0044	0	1213
20110423_0044	0	1219
20110423_0044	0	1211
20110423_0044	0	1203
20110423_0044	0	1223
20110423_0044	0	1205
20110423_0044	0	1209
20110423_0044	0	1215
20110423_0044	0	1220
20110423_0044	0	1210
20110423_0044	0	1222
20110423_0044	0	1216
20110423_0044	0	1202
20110423_0044	0	1224
20110423_0044	0	1218
20110423_0044	0	1206
20110423_0044	0	1201
20110423_0044	0	1221
20110423_0044	0	1217
20110423_0081	0	1012
20110423_0081	0	1024
20110423_0081	0	1007
20110423_0081	0	1018
20110423_0081	0	1002
20110423_0081	0	1013
20110423_0081	0	1000
20110423_0081	0	1022
20110423_0081	0	1011
20110423_0081	0	1008
20110423_0081	0	1006
20110423_0081	0	1019
20110423_0081	0	1005
20110423_0081	0	1015
20110423_0081	0	1010
20110423_0081	0	1009
20110423_0081	0	1017
20110423_0081	0	1016
20110423_0081	0	1020
20110423_0081	0	1014
20110423_0081	0	1021
20110423_0081	0	1023
20110423_0081	0	1001
20110423_0086	0	801
20110423_0086	0	787
20110423_0086	0	788
20110423_0086	0	804
20110423_0086	0	803
20110423_0086	0	790
20110423_0086	0	782
20110423_0086	0	789
20110423_0086	0	781
20110423_0086	0	793
20110423_0086	0	800
20110423_0086	0	785
20110423_0086	0	784
20110423_0086	0	805
20110423_0086	0	792
20110423_0086	0	791
20110423_0086	0	796
20110423_0088	0	1154
20110423_0088	0	1171
20110423_0088	0	1175
20110423_0088	0	1160
20110423_0088	0	1151
20110423_0088	0	1168
20110423_0088	0	1174
20110423_0088	0	1161
20110423_0088	0	1165
20110423_0088	0	1169
20110423_0088	0	1152
20110423_0088	0	1170
20110423_0088	0	1163
20110423_0088	0	1166
20110423_0088	0	1164
20110423_0088	0	1155
20110423_0088	0	1167
20110423_0088	0	1172
20110423_0088	0	1173
20110423_0088	0	1162
20110423_0092	0	897
20110423_0092	0	896
20110423_0092	0	889
20110423_0092	0	885
20110423_0092	0	876
20110423_0092	0	886
20110423_0092	0	893
20110423_0092	0	891
20110423_0092	0	874
20110423_0092	0	887
20110423_0092	0	879
20110423_0092	0	892
20110423_0092	0	884
20110423_0092	0	895
20110423_0092	0	881
20110423_0092	0	877
20110423_0092	0	890
20110423_0092	0	883
20110423_0092	0	894
20110423_0092	0	898
20110423_0092	0	880
20110423_0094	0	878
20110423_0094	0	866
20110423_0094	0	876
20110423_0094	0	881
20110423_0094	0	872
20110423_0094	0	875
20110423_0094	0	889
20110423_0094	0	886
20110423_0094	0	874
20110423_0094	0	890
20110423_0094	0	883
20110423_0094	0	885
20110423_0094	0	869
20110423_0094	0	867
20110423_0094	0	879
20110423_0094	0	880
20110423_0094	0	888
20110423_0094	0	887
20110423_0094	0	868
20110423_0094	0	871
20110423_0094	0	873
20110423_0094	0	870
20110423_0094	0	877
20110423_0123	0	844
20110423_0123	0	843
20110423_0123	0	848
20110423_0123	0	846
20110423_0123	0	839
20110423_0123	0	841
20110423_0123	0	852
20110423_0123	0	842
20110423_0123	0	832
20110423_0123	0	840
20110423_0123	0	845
20110423_0123	0	855
20110423_0123	0	853
20110423_0123	0	835
20110423_0123	0	834
20110423_0123	0	851
20110423_0123	0	850
20110423_0123	0	849
20110423_0123	0	838
20110423_0123	0	854
20110423_0123	0	847
20110423_0123	0	837
20110423_0160	0	735
20110423_0160	0	721
20110423_0160	0	725
20110423_0160	0	724
20110423_0160	0	726
20110423_0160	0	723
20110423_0160	0	716
20110423_0160	0	713
20110423_0160	0	730
20110423_0160	0	719
20110423_0160	0	715
20110423_0160	0	734
20110423_0160	0	718
20110423_0160	0	728
