10	1000
20110319_0170	0	800
20110319_0170	0	782
20110319_0195	0	657
20110319_0195	0	664
20110319_0195	0	671
20110319_0195	0	669
20110319_0195	0	662
20110319_0195	0	663
20110319_0195	0	655
20110319_0195	0	672
20110319_0195	0	667
20110319_0195	0	654
20110319_0195	0	650
20110319_0216	0	732
20110319_0216	0	743
20110319_0216	0	746
20110319_0216	0	751
20110319_0216	0	736
20110319_0216	0	744
20110319_0216	0	752
20110319_0216	0	749
20110319_0216	0	737
20110319_0216	0	750
20110319_0216	0	748
20110319_0216	0	739
20110319_0216	0	729
20110319_0216	0	741
20110319_0228	0	761
20110319_0228	0	763
20110319_0228	0	780
20110319_0228	0	770
20110319_0228	0	776
20110319_0228	0	762
20110319_0228	0	769
20110319_0228	0	772
20110319_0228	0	779
20110319_0229	0	882
20110319_0229	0	887
20110319_0229	0	879
20110319_0229	0	885
20110319_0229	0	883
20110319_0229	0	878
20110319_0229	0	874
20110319_0229	0	875
20110319_0229	0	884
20110319_0231	0	708
20110319_0231	0	695
20110319_0231	0	692
20110319_0231	0	701
20110319_0231	0	696
20110319_0231	0	705
20110319_0231	0	710
20110319_0237	0	711
20110319_0237	0	719
20110319_0237	0	724
20110319_0237	0	721
20110319_0237	0	720
20110319_0237	0	709
20110319_0238	0	656
20110319_0238	0	670
20110319_0238	0	664
20110319_0238	0	657
20110319_0238	0	673
20110319_0238	0	650
20110319_0238	0	672
20110319_0238	0	654
20110319_0238	0	668
20110319_0238	0	666
20110319_0238	0	653
20110319_0238	0	662
20110319_0241	0	689
20110319_0241	0	683
20110319_0241	0	685
20110319_0241	0	694
20110319_0241	0	681
20110319_0241	0	675
20110319_0241	0	687
20110319_0241	0	697
20110319_0241	0	678
20110319_0241	0	676
20110319_0241	0	677
20110319_0249	0	825
20110319_0249	0	828
20110319_0249	0	809
20110319_0249	0	808
20110319_0249	0	817
20110319_0249	0	821
20110319_0249	0	829
20110319_0249	0	805
20110319_0249	0	818
20110319_0249	0	820
20110319_0249	0	826
20110319_0249	0	810
20110319_0249	0	816
20110319_0273	0	769
20110319_0273	0	778
20110319_0273	0	759
20110319_0273	0	783
20110319_0273	0	775
20110319_0273	0	771
20110319_0273	0	781
20110319_0277	0	777
20110319_0277	0	761
20110319_0277	0	768
20110319_0277	0	769
20110319_0277	0	757
20110319_0277	0	756
20110319_0277	0	762
20110319_0277	0	776
20110319_0277	0	774
20110319_0277	0	754
20110319_0277	0	766
20110319_0278	0	818
20110319_0278	0	803
20110319_0278	0	815
20110319_0278	0	813
20110319_0278	0	826
20110319_0278	0	806
20110319_0278	0	824
20110319_0278	0	819
20110319_0278	0	804
20110319_0278	0	814
20110319_0285	0	692
20110319_0285	0	680
20110319_0285	0	689
20110319_0285	0	677
20110319_0285	0	696
20110319_0285	0	685
20110319_0285	0	682
20110319_0285	0	693
20110319_0285	0	684
20110319_0285	0	697
20110320_0006	0	1079
20110320_0006	0	1086
20110320_0006	0	1088
20110320_0006	0	1072
20110320_0006	0	1075
20110320_0022	0	832
20110320_0022	0	824
20110320_0022	0	820
20110320_0022	0	826
20110320_0022	0	822
20110320_0022	0	812
20110320_0022	0	831
20110320_0022	0	833
20110320_0022	0	818
20110320_0022	0	815
20110320_0022	0	816
20110320_0022	0	821
20110320_0033	0	1012
20110320_0033	0	1025
20110320_0033	0	1023
20110320_0033	0	1024
20110320_0033	0	1008
20110320_0033	0	1009
20110320_0033	0	1022
20110320_0047	0	1136
20110320_0047	0	1137
20110320_0047	0	1145
20110320_0047	0	1143
20110320_0047	0	1134
20110320_0047	0	1129
20110320_0047	0	1135
20110320_0047	0	1148
20110320_0060	0	916
20110320_0060	0	924
20110320_0060	0	910
20110320_0060	0	917
20110320_0060	0	920
20110320_0060	0	928
20110320_0060	0	925
20110320_0060	0	918
20110320_0060	0	913
20110320_0060	0	906
20110320_0060	0	907
20110320_0079	0	922
20110320_0079	0	933
20110320_0079	0	939
20110320_0079	0	936
20110320_0079	0	919
20110320_0079	0	927
20110320_0079	0	930
20110320_0079	0	916
20110320_0079	0	923
20110320_0079	0	920
20110320_0079	0	935
20110320_0079	0	928
20110320_0079	0	929
20110320_0114	0	891
20110320_0114	0	905
20110320_0114	0	907
20110320_0114	0	894
20110320_0114	0	887
20110320_0114	0	900
20110320_0114	0	898
20110320_0116	0	995
20110320_0116	0	994
20110320_0116	0	1013
20110320_0116	0	1012
20110320_0116	0	998
20110320_0116	0	1001
20110320_0116	0	991
20110320_0116	0	1004
20110320_0116	0	999
20110320_0116	0	1006
20110320_0116	0	1005
20110320_0147	0	946
20110320_0147	0	944
20110320_0147	0	945
20110320_0147	0	947
20110320_0147	0	953
20110320_0147	0	938
20110320_0147	0	941
20110320_0147	0	940
20110320_0147	0	949
20110320_0147	0	957
20110320_0147	0	948
20110320_0147	0	943
20110320_0147	0	937
20110320_0147	0	951
20110320_0147	0	935
20110320_0156	0	972
20110320_0156	0	976
20110320_0156	0	965
20110320_0156	0	982
20110320_0156	0	978
20110320_0156	0	967
20110320_0156	0	970
20110320_0156	0	989
20110320_0156	0	969
20110320_0156	0	986
20110320_0156	0	985
20110320_0156	0	971
20110320_0166	0	1005
20110320_0166	0	993
20110320_0166	0	994
20110320_0166	0	1008
20110320_0166	0	1006
20110320_0166	0	1014
20110320_0166	0	1009
20110320_0166	0	1013
20110320_0166	0	1012
20110320_0166	0	996
20110320_0166	0	1010
20110320_0166	0	1003
20110320_0172	0	909
20110320_0172	0	919
20110320_0172	0	898
20110320_0172	0	915
20110320_0172	0	906
20110320_0172	0	913
20110320_0172	0	900
20110320_0172	0	917
20110320_0172	0	903
20110320_0174	0	1005
20110320_0174	0	1012
20110320_0174	0	1003
20110320_0174	0	997
20110320_0174	0	988
20110320_0174	0	1004
20110320_0174	0	995
20110320_0174	0	992
20110320_0174	0	1000
20110320_0175	0	896
20110320_0175	0	910
20110320_0175	0	907
20110320_0175	0	904
20110320_0175	0	912
20110320_0175	0	914
20110320_0175	0	906
20110320_0175	0	915
20110320_0175	0	908
20110320_0175	0	900
20110320_0175	0	917
20110320_0199	0	1101
20110320_0199	0	1110
20110320_0199	0	1105
20110320_0199	0	1103
20110320_0199	0	1109
20110320_0199	0	1089
20110320_0199	0	1092
20110320_0199	0	1107
20110320_0199	0	1112
20110320_0204	0	975
20110320_0204	0	969
20110320_0204	0	963
20110320_0204	0	970
20110320_0204	0	968
20110320_0204	0	979
20110320_0204	0	982
20110320_0204	0	972
20110320_0204	0	977
20110320_0204	0	980
20110320_0204	0	964
20110320_0204	0	974
20110422_0002	0	777
20110422_0002	0	757
20110422_0002	0	768
20110422_0002	0	767
20110422_0002	0	770
20110422_0002	0	775
20110422_0002	0	779
20110422_0002	0	762
20110422_0009	0	888
20110422_0009	0	890
20110422_0009	0	877
20110422_0009	0	881
20110422_0009	0	892
20110422_0009	0	889
20110422_0009	0	883
20110422_0018	0	973
20110422_0018	0	956
20110422_0018	0	968
20110422_0018	0	961
20110422_0018	0	966
20110422_0018	0	955
20110422_0018	0	958
20110422_0018	0	954
20110422_0018	0	959
20110422_0022	0	795
20110422_0022	0	791
20110422_0022	0	781
20110422_0022	0	785
20110422_0022	0	788
20110422_0022	0	782
20110422_0022	0	799
20110422_0022	0	783
20110422_0033	0	775
20110422_0033	0	769
20110422_0033	0	764
20110422_0033	0	757
20110422_0033	0	756
20110422_0033	0	776
20110422_0033	0	759
20110422_0033	0	758
20110422_0033	0	780
20110422_0033	0	770
20110422_0033	0	778
20110422_0033	0	774
20110422_0051	0	704
20110422_0051	0	687
20110422_0051	0	695
20110422_0051	0	683
20110422_0051	0	692
20110422_0051	0	689
20110422_0051	0	699
20110422_0051	0	698
20110422_0051	0	707
20110422_0051	0	700
20110422_0064	0	966
20110422_0064	0	964
20110422_0064	0	958
20110422_0064	0	961
20110422_0064	0	971
20110422_0064	0	975
20110422_0064	0	973
20110422_0064	0	959
20110422_0064	0	979
20110422_0065	0	1070
20110422_0065	0	1083
20110422_0065	0	1079
20110422_0065	0	1061
20110422_0065	0	1074
20110422_0065	0	1076
20110422_0065	0	1067
20110422_0065	0	1072
20110422_0065	0	1071
20110422_0065	0	1075
20110422_0065	0	1082
20110422_0065	0	1064
20110422_0065	0	1078
20110422_0065	0	1081
20110422_0070	0	1036
20110422_0070	0	1040
20110422_0070	0	1039
20110422_0070	0	1025
20110422_0070	0	1024
20110422_0070	0	1031
20110422_0070	0	1021
20110422_0070	0	1041
20110422_0070	0	1033
20110422_0070	0	1018
20110422_0081	0	936
20110422_0081	0	937
20110422_0081	0	933
20110422_0081	0	926
20110422_0081	0	947
20110422_0081	0	945
20110422_0081	0	924
20110422_0081	0	939
20110422_0081	0	934
20110422_0081	0	932
20110422_0088	0	823
20110422_0088	0	815
20110422_0088	0	828
20110422_0088	0	817
20110422_0088	0	821
20110422_0088	0	819
20110422_0088	0	835
20110422_0108	0	837
20110422_0108	0	820
20110422_0108	0	823
20110422_0108	0	839
20110422_0108	0	832
20110422_0108	0	835
20110422_0108	0	829
20110422_0111	0	909
20110422_0111	0	905
20110422_0111	0	914
20110422_0111	0	907
20110422_0111	0	900
20110422_0111	0	915
20110422_0111	0	897
20110422_0111	0	912
20110422_0115	0	808
20110422_0115	0	828
20110422_0115	0	823
20110422_0115	0	831
20110422_0115	0	812
20110422_0115	0	822
20110422_0115	0	826
20110422_0115	0	816
20110422_0115	0	813
20110422_0115	0	827
20110423_0027	0	922
20110423_0027	0	928
20110423_0027	0	920
20110423_0027	0	919
20110423_0027	0	925
20110423_0027	0	923
20110423_0027	0	908
20110423_0048	0	796
20110423_0048	0	788
20110423_0048	0	792
20110423_0048	0	804
20110423_0048	0	786
20110423_0048	0	808
20110423_0048	0	809
20110423_0048	0	802
20110423_0048	0	806
20110423_0048	0	805
20110423_0048	0	803
20110423_0048	0	798
20110423_0048	0	787
20110423_0071	0	879
20110423_0071	0	874
20110423_0071	0	869
20110423_0071	0	890
20110423_0071	0	888
20110423_0071	0	870
20110423_0071	0	887
20110423_0071	0	882
20110423_0071	0	877
20110423_0071	0	885
20110423_0071	0	892
20110423_0104	0	699
20110423_0104	0	692
20110423_0104	0	690
20110423_0104	0	708
20110423_0104	0	703
20110423_0104	0	707
20110423_0104	0	709
20110423_0104	0	685
20110423_0104	0	693
20110423_0127	0	1059
20110423_0127	0	1054
20110423_0127	0	1047
20110423_0127	0	1061
20110423_0127	0	1053
20110423_0127	0	1056
20110423_0127	0	1064
20110423_0127	0	1070
20110423_0127	0	1046
20110423_0129	0	1017
20110423_0129	0	1012
20110423_0129	0	1001
20110423_0129	0	1002
20110423_0129	0	994
20110423_0129	0	1013
20110423_0129	0	996
20110423_0129	0	1014
20110423_0129	0	1016
20110423_0129	0	1004
20110423_0129	0	997
20110423_0132	0	984
20110423_0132	0	978
20110423_0132	0	977
20110423_0132	0	975
20110423_0132	0	986
20110423_0132	0	996
20110423_0132	0	988
20110423_0132	0	999
20110423_0132	0	979
20110423_0141	0	770
20110423_0141	0	760
20110423_0141	0	758
20110423_0141	0	767
20110423_0141	0	761
20110423_0141	0	755
20110423_0141	0	757
20110423_0141	0	759
20110423_0141	0	754
20110423_0150	0	748
20110423_0150	0	753
20110423_0150	0	755
20110423_0150	0	740
20110423_0150	0	751
20110423_0150	0	749
20110423_0150	0	744
20110423_0150	0	742
20110423_0150	0	758
20110423_0150	0	754
20110423_0150	0	759
20110423_0150	0	743
20110423_0150	0	760
20110423_0152	0	813
20110423_0152	0	831
20110423_0152	0	816
20110423_0152	0	833
20110423_0152	0	827
20110423_0152	0	818
20110423_0152	0	814
20110423_0152	0	834
20110423_0152	0	832
20110423_0154	0	879
20110423_0154	0	871
20110423_0154	0	872
20110423_0154	0	862
20110423_0154	0	869
20110423_0154	0	878
20110423_0154	0	877
20110423_0158	0	807
20110423_0158	0	804
20110423_0158	0	822
20110423_0158	0	810
20110423_0158	0	808
20110423_0158	0	805
20110423_0158	0	821
20110423_0158	0	817
20110423_0173	0	745
20110423_0173	0	761
20110423_0173	0	762
20110423_0173	0	751
20110423_0173	0	746
20110423_0173	0	742
20110423_0173	0	754
20110423_0173	0	766
20110423_0173	0	758
20110423_0173	0	748
20110423_0173	0	760
20110423_0173	0	756
20110423_0210	0	818
20110423_0210	0	804
20110423_0210	0	811
20110423_0210	0	802
20110423_0210	0	797
20110423_0210	0	805
20110423_0210	0	803
20110423_0210	0	798
20110423_0210	0	816
20110423_0213	0	859
20110423_0213	0	861
20110423_0213	0	849
20110423_0213	0	845
20110423_0213	0	847
20110423_0213	0	854
20110423_0213	0	842
20110423_0213	0	857
20110423_0213	0	860
20110423_0213	0	858
20110423_0213	0	846
20110423_0213	0	862
20110423_0215	0	808
20110423_0215	0	807
20110423_0215	0	811
20110423_0215	0	812
20110423_0215	0	814
20110423_0215	0	826
20110423_0215	0	818
20110423_0215	0	822
20110423_0219	0	884
20110423_0219	0	888
20110423_0219	0	886
20110423_0219	0	895
20110423_0219	0	891
20110423_0219	0	902
20110423_0219	0	899
20110423_0219	0	892
20110423_0232	0	911
20110423_0232	0	896
20110423_0232	0	917
20110423_0232	0	912
20110423_0232	0	910
20110423_0232	0	918
20110423_0232	0	899
20110423_0232	0	903
20110423_0232	0	907
20110423_0232	0	909
20110423_0232	0	897
20110423_0270	0	1077
20110423_0270	0	1062
20110423_0270	0	1065
20110423_0270	0	1072
20110423_0270	0	1074
20110423_0271	0	980
20110423_0271	0	966
20110423_0271	0	982
20110423_0271	0	973
20110423_0271	0	968
20110423_0271	0	969
20110423_0271	0	987
20110423_0271	0	986
20110423_0278	0	813
20110423_0278	0	799
20110423_0278	0	817
20110423_0278	0	805
20110423_0278	0	811
20110423_0278	0	807
20110423_0278	0	797
20110423_0278	0	814
20110423_0278	0	808
20110423_0278	0	804
20110423_0299	0	922
20110423_0299	0	930
20110423_0299	0	924
20110423_0299	0	918
20110423_0299	0	926
20110423_0299	0	929
20110423_0299	0	938
20110423_0299	0	935
20110423_0299	0	941
20110423_0299	0	936
20110423_0314	0	734
20110423_0314	0	747
20110423_0314	0	742
20110423_0314	0	738
20110423_0314	0	740
20110423_0314	0	739
20110423_0314	0	745
20110423_0314	0	737
20110423_0314	0	749
20110423_0314	0	732
20110423_0314	0	741
20110423_0314	0	754
20110423_0331	0	873
20110423_0331	0	881
20110423_0331	0	870
20110423_0331	0	874
20110423_0331	0	877
20110423_0331	0	887
20110423_0331	0	884
20110423_0331	0	878
20110423_0331	0	875
20110423_0331	0	883
20110423_0335	0	955
20110423_0335	0	944
20110423_0335	0	956
20110423_0335	0	945
20110423_0335	0	951
20110423_0335	0	942
20110423_0335	0	943
20110423_0335	0	948
20110423_0335	0	934
20110423_0335	0	953
20110423_0335	0	952
20110423_0347	0	1001
20110423_0347	0	1011
20110423_0347	0	1014
20110423_0347	0	990
20110423_0347	0	992
20110423_0347	0	1010
20110423_0347	0	1003
20110423_0347	0	996
20110423_0350	0	888
20110423_0350	0	893
20110423_0350	0	892
20110423_0350	0	887
20110423_0350	0	885
20110423_0350	0	897
20110423_0350	0	873
20110423_0350	0	881
20110423_0350	0	883
20110423_0350	0	890
20110423_0350	0	896
20110423_0350	0	876
20110423_0350	0	874
20110423_0357	0	910
20110423_0357	0	888
20110423_0357	0	889
20110423_0357	0	909
20110423_0357	0	898
20110423_0357	0	887
20110423_0357	0	907
20110423_0357	0	904
20110423_0357	0	895
20110423_0362	0	1247
20110423_0362	0	1251
20110423_0362	0	1239
20110423_0362	0	1230
20110423_0362	0	1243
20110423_0362	0	1245
20110423_0362	0	1250
20110423_0362	0	1232
20110423_0362	0	1242
20110423_0362	0	1229
20110424_0011	0	819
20110424_0011	0	830
20110424_0011	0	833
20110424_0011	0	821
20110424_0011	0	823
20110424_0011	0	839
20110424_0011	0	842
20110424_0011	0	836
20110424_0011	0	837
20110424_0011	0	832
20110424_0011	0	827
20110424_0011	0	826
20110424_0026	0	782
20110424_0026	0	767
20110424_0026	0	770
20110424_0026	0	780
20110424_0026	0	774
20110424_0026	0	766
20110424_0026	0	769
20110424_0026	0	765
20110424_0026	0	768
20110424_0048	0	961
20110424_0048	0	952
20110424_0048	0	964
20110424_0048	0	954
20110424_0048	0	969
20110424_0048	0	974
20110424_0048	0	966
20110424_0048	0	972
20110424_0048	0	951
20110424_0048	0	963
20110424_0048	0	967
20110424_0048	0	950
20110424_0159	0	1171
20110424_0159	0	1191
20110424_0159	0	1182
20110424_0159	0	1183
20110424_0159	0	1176
20110424_0159	0	1190
20110424_0159	0	1180
20110424_0159	0	1174
20110424_0159	0	1169
20110424_0172	0	951
20110424_0172	0	933
20110424_0172	0	940
20110424_0172	0	950
20110424_0172	0	934
20110424_0172	0	942
20110424_0172	0	952
20110424_0172	0	939
20110424_0172	0	931
20110424_0172	0	930
20110424_0172	0	937
20110424_0172	0	949
20110424_0172	0	943
20110424_0237	0	985
20110424_0237	0	1005
20110424_0237	0	996
20110424_0237	0	989
20110424_0237	0	995
20110424_0237	0	992
20110424_0237	0	994
20110424_0237	0	1004
20110424_0237	0	999
20110424_0237	0	997
20110424_0238	0	948
20110424_0238	0	957
20110424_0238	0	963
20110424_0238	0	949
20110424_0238	0	961
20110424_0238	0	952
20110424_0238	0	964
20110424_0238	0	958
20110424_0238	0	965
20110424_0238	0	962
20110424_0247	0	904
20110424_0247	0	890
20110424_0247	0	897
20110424_0247	0	883
20110424_0247	0	884
20110424_0247	0	899
20110424_0274	0	876
20110424_0274	0	887
20110424_0274	0	869
20110424_0274	0	870
20110424_0274	0	872
20110424_0274	0	883
20110424_0274	0	881
20110424_0274	0	865
20110424_0274	0	874
20110424_0274	0	879
20110424_0286	0	1033
20110424_0286	0	1038
20110424_0286	0	1027
20110424_0286	0	1035
20110424_0286	0	1037
20110424_0286	0	1034
20110318_0007	0	20110424_0026	768
20110318_0007	0	20110319_0273	762
20110318_0007	0	20110424_0048	957
20110318_0007	0	20110320_0166	1011
20110318_0007	0	20110319_0153	742
20110318_0007	0	20110424_0048	971
20110318_0007	0	20110424_0247	895
20110318_0007	0	20110423_0141	754
20110318_0007	0	20110319_0017	667
20110318_0007	0	20110423_0173	743
20110318_0007	0	20110422_0002	756
20110318_0007	0	20110320_0156	980
20110318_0007	0	20110319_0241	687
20110318_0007	0	20110319_0051	738
20110318_0007	0	20110319_0241	682
20110318_0028	0	20110423_0347	1007
20110318_0028	0	20110319_0231	713
20110318_0028	0	20110422_0002	763
20110318_0028	0	20110320_0199	1110
20110319_0017	0	20110320_0033	1016
20110319_0017	0	20110423_0335	942
20110319_0017	0	20110319_0075	807
20110319_0017	0	20110424_0274	865
20110319_0017	0	20110424_0011	826
20110319_0017	0	20110423_0132	988
20110319_0017	0	20110422_0033	777
20110319_0017	0	20110424_0026	788
20110319_0017	0	20110319_0195	662
20110319_0020	0	20110422_0051	697
20110319_0020	0	20110320_0047	1136
20110319_0020	0	20110423_0362	1229
20110319_0020	0	20110423_0027	911
20110319_0020	0	20110319_0249	808
20110319_0020	0	20110423_0215	823
20110319_0020	0	20110319_0273	766
20110319_0020	0	20110423_0152	835
20110319_0032	0	20110422_0018	951
20110319_0032	0	20110319_0111	851
20110319_0032	0	20110320_0147	941
20110319_0032	0	20110319_0238	654
20110319_0032	0	20110422_0108	841
20110319_0032	0	20110319_0075	810
20110319_0032	0	20110422_0081	935
20110319_0032	0	20110320_0156	968
20110319_0032	0	20110318_0007	750
20110319_0032	0	20110423_0331	875
20110319_0032	0	20110422_0065	1069
20110319_0040	0	20110320_0006	1070
20110319_0040	0	20110423_0335	936
20110319_0040	0	20110320_0060	924
20110319_0040	0	20110422_0111	899
20110319_0040	0	20110423_0335	946
20110319_0040	0	20110319_0071	778
20110319_0040	0	20110422_0065	1065
20110319_0040	0	20110320_0116	1001
20110319_0040	0	20110423_0335	943
20110319_0051	0	20110320_0060	929
20110319_0051	0	20110423_0027	912
20110319_0051	0	20110422_0033	780
20110319_0051	0	20110424_0048	974
20110319_0051	0	20110423_0215	813
20110319_0051	0	20110320_0147	957
20110319_0071	0	20110422_0051	689
20110319_0071	0	20110423_0335	943
20110319_0071	0	20110422_0115	814
20110319_0071	0	20110424_0172	948
20110319_0071	0	20110422_0088	818
20110319_0073	0	20110319_0051	719
20110319_0073	0	20110319_0071	789
20110319_0073	0	20110319_0128	721
20110319_0073	0	20110422_0065	1082
20110319_0073	0	20110319_0285	677
20110319_0075	0	20110319_0051	718
20110319_0075	0	20110422_0009	887
20110319_0075	0	20110422_0002	758
20110319_0075	0	20110320_0199	1104
20110319_0075	0	20110423_0271	982
20110319_0075	0	20110318_0028	561
20110319_0075	0	20110423_0173	750
20110319_0075	0	20110424_0247	884
20110319_0075	0	20110320_0174	1000
20110319_0075	0	20110319_0170	785
20110319_0075	0	20110320_0006	1069
20110319_0075	0	20110319_0170	797
20110319_0078	0	20110424_0159	1182
20110319_0078	0	20110319_0278	818
20110319_0078	0	20110319_0145	803
20110319_0078	0	20110424_0237	1000
20110319_0078	0	20110423_0278	798
20110319_0078	0	20110424_0238	954
20110319_0078	0	20110319_0073	737
20110319_0094	0	20110423_0357	886
20110319_0094	0	20110423_0154	864
20110319_0094	0	20110320_0033	1006
20110319_0094	0	20110422_0065	1073
20110319_0094	0	20110424_0274	886
20110319_0094	0	20110320_0204	970
20110319_0094	0	20110318_0028	540
20110319_0094	0	20110424_0274	881
20110319_0094	0	20110319_0277	775
20110319_0094	0	20110422_0088	834
20110319_0094	0	20110423_0270	1063
20110319_0094	0	20110422_0064	957
20110319_0111	0	20110319_0238	674
20110319_0111	0	20110424_0247	883
20110319_0111	0	20110423_0357	910
20110319_0111	0	20110423_0129	1009
20110319_0111	0	20110423_0127	1059
20110319_0111	0	20110320_0006	1072
20110319_0111	0	20110422_0064	963
20110319_0111	0	20110422_0051	702
20110319_0111	0	20110423_0127	1049
20110319_0128	0	20110320_0199	1109
20110319_0128	0	20110319_0078	724
20110319_0128	0	20110423_0158	823
20110319_0128	0	20110424_0286	1026
20110319_0128	0	20110422_0115	815
20110319_0128	0	20110423_0335	944
20110319_0128	0	20110320_0022	828
20110319_0128	0	20110423_0314	738
20110319_0128	0	20110422_0111	907
20110319_0128	0	20110319_0111	852
20110319_0128	0	20110423_0173	762
20110319_0128	0	20110422_0070	1023
20110319_0145	0	20110319_0073	734
20110319_0145	0	20110423_0027	914
20110319_0149	0	20110319_0237	704
20110319_0149	0	20110320_0022	817
20110319_0149	0	20110320_0172	907
20110319_0149	0	20110424_0274	881
20110319_0149	0	20110423_0048	797
20110319_0149	0	20110422_0009	897
20110319_0149	0	20110422_0018	975
20110319_0149	0	20110320_0060	919
20110319_0149	0	20110423_0127	1062
20110319_0149	0	20110319_0094	663
20110319_0153	0	20110423_0154	874
20110319_0153	0	20110320_0114	886
20110319_0153	0	20110424_0286	1020
20110319_0153	0	20110320_0199	1112
20110319_0153	0	20110424_0172	945
20110319_0153	0	20110423_0141	769
20110319_0153	0	20110319_0145	802
20110319_0153	0	20110319_0145	813
20110319_0153	0	20110422_0033	759
20110319_0170	0	20110423_0127	1062
20110319_0170	0	20110423_0154	870
20110319_0170	0	20110422_0022	797
20110319_0170	0	20110422_0002	771
20110319_0170	0	20110320_0114	896
20110319_0195	0	20110319_0229	881
20110319_0195	0	20110319_0228	778
20110319_0195	0	20110424_0274	879
20110319_0195	0	20110320_0079	927
20110319_0195	0	20110318_0028	556
20110319_0195	0	20110424_0274	876
20110319_0195	0	20110423_0270	1075
