2	400
n000006	000031	000054
n000006	000031	000119
n000006	000026	000128
n000006	000022	000145
n000006	000037	000048
n000006	000131	000155
n000006	000022	000151
n000006	000145	000151
n000006	000026	000050
n000006	000113	000123
n000006	000037	000117
n000006	000010	000119
n000006	000032	000045
n000006	000033	000154
n000006	000038	000125
n000006	000010	000155
n000006	000024	000055
n000006	000003	000013
n000006	000052	000121
n000006	000065	000113
n000006	000044	000116
n000006	000024	000049
n000006	000026	000117
n000006	000014	000135
n000006	000003	000152
n000006	000003	000036
n000006	000029	000128
n000006	000053	000131
n000006	000008	000043
n000006	000016	000118
n000006	000049	000133
n000006	000026	000125
n000006	000028	000129
n000006	000010	000011
n000006	000045	000121
n000006	000026	000027
n000006	000011	000038
n000006	000050	000151
n000006	000001	000025
n000006	000028	000155
n000006	000017	000134
n000006	000031	000049
n000006	000018	000147
n000006	000131	000132
n000006	000014	000151
n000006	000029	000064
n000006	000002	000042
n000006	000030	000138
n000006	000117	000129
n000006	000001	000018
n000006	000011	000017
n000006	000000	000056
n000006	000037	000137
n000006	000014	000038
n000006	000058	000115
n000006	000020	000054
n000006	000030	000130
n000006	000013	000014
n000006	000000	000149
n000006	000129	000145
n000006	000042	000155
n000006	000032	000133
n000006	000043	000044
n000006	000032	000128
n000006	000051	000121
n000006	000043	000055
n000006	000025	000117
n000006	000122	000155
n000006	000012	000117
n000006	000036	000043
n000006	000014	000021
n000006	000014	000136
n000006	000017	000025
n000006	000028	000136
n000006	000063	000147
n000006	000118	000149
n000006	000013	000034
n000006	000124	000139
n000006	000055	000129
n000006	000049	000129
n000006	000038	000046
n000006	000015	000033
n000006	000121	000131
n000006	000042	000123
n000006	000018	000042
n000006	000026	000036
n000006	000003	000045
n000007	000063	000087
n000007	000055	000072
n000007	000054	000065
n000007	000082	000123
n000007	000092	000121
n000007	000058	000096
n000007	000070	000121
n000007	000056	000074
n000007	000074	000088
n000007	000057	000117
n000007	000041	000063
n000007	000053	000096
n000007	000071	000118
n000007	000036	000072
n000007	000035	000123
n000007	000067	000088
n000007	000037	000055
n000007	000078	000125
n000007	000042	000087
n000007	000055	000063
n000007	000093	000122
n000007	000081	000103
n000007	000037	000089
n000007	000059	000074
n000007	000038	000059
n000007	000068	000089
n000007	000043	000075
n000007	000089	000120
n000007	000041	000104
n000007	000029	000107
n000007	000053	000104
n000007	000082	000125
n000007	000056	000062
n000007	000068	000123
n000007	000080	000082
n000007	000106	000121
n000007	000100	000103
n000007	000082	000090
n000007	000106	000126
n000007	000105	000123
n000007	000039	000116
n000007	000040	000087
n000007	000042	000108
n000007	000035	000108
n000007	000076	000097
n000007	000064	000107
n000007	000031	000097
n000007	000040	000055
n000007	000070	000116
n000007	000102	000124
n000007	000061	000108
n000007	000029	000087
n000007	000050	000097
n000007	000037	000105
n000007	000056	000118
n000007	000036	000074
n000007	000100	000106
n000007	000063	000067
n000007	000061	000106
n000007	000081	000107
n000007	000053	000072
n000007	000050	000067
n000007	000069	000081
n000007	000031	000116
n000007	000066	000087
n000007	000036	000119
n000007	000075	000080
n000007	000032	000062
n000007	000062	000077
n000007	000058	000070
n000007	000069	000080
n000007	000075	000106
n000007	000070	000124
n000007	000070	000094
n000007	000061	000123
n000007	000088	000126
n000007	000042	000101
n000007	000054	000092
n000007	000036	000040
n000007	000043	000101
n000007	000116	000124
n000007	000041	000120
n000007	000076	000078
n000007	000039	000053
n000007	000035	000051
n000007	000040	000122
n000007	000051	000103
n000007	000039	000086
n000007	000072	000084
n000007	000072	000076
n000007	000034	000057
n000007	000066	000089
n000007	000040	000080
n000007	000031	000082
n000007	000032	000084
n000007	000081	000089
n000007	000076	000102
n000007	000059	000085
n000007	000073	000075
n000007	000101	000126
n000007	000069	000070
n000002	000054	n000006	000139
n000002	000026	n000006	000129
n000002	000127	n000006	000120
n000002	000160	n000006	000125
n000002	000165	n000007	000041
n000002	000147	n000006	000065
n000002	000036	n000007	000066
n000002	000111	n000007	000118
n000002	000011	n000006	000116
n000002	000151	n000004	000043
n000002	000017	n000006	000033
n000002	000119	n000007	000060
n000002	000073	n000004	000031
n000002	000007	n000004	000035
n000002	000037	n000004	000108
n000002	000099	n000006	000032
n000002	000110	n000007	000121
n000002	000025	n000004	000108
n000002	000015	n000004	000015
n000002	000129	n000007	000072
n000002	000085	n000007	000035
n000002	000132	n000004	000012
n000002	000081	n000007	000067
n000002	000123	n000006	000050
n000002	000123	n000007	000089
n000002	000132	n000004	000094
n000002	000160	n000004	000059
n000002	000126	n000004	000039
