10	4000
n000775	0049_03	0138_05
n000775	0035_01	0225_01
n000775	0091_01	0210_02
n000775	0080_01	0308_01
n000775	0178_02	0492_01
n000775	0136_01	0647_01
n000775	0002_01	0237_02
n000775	0288_01	0495_02
n000775	0167_01	0206_01
n000775	0060_01	0209_01
n000775	0065_01	0664_04
n000775	0086_02	0321_01
n000775	0068_01	0247_01
n000775	0032_04	0265_01
n000775	0047_01	0171_01
n000775	0209_01	0357_02
n000775	0039_01	0131_01
n000775	0253_01	0632_01
n000775	0180_02	0650_01
n000775	0046_01	0253_01
n000775	0250_01	0400_01
n000775	0141_01	0244_02
n000775	0212_02	0407_03
n000775	0119_01	0146_02
n000775	0097_01	0328_01
n000775	0063_01	0131_04
n000775	0265_01	0660_01
n000775	0068_02	0249_01
n000775	0205_02	0435_01
n000775	0068_02	0219_01
n000775	0043_01	0113_01
n000775	0081_04	0235_01
n000775	0130_01	0140_03
n000775	0090_01	0143_01
n000775	0054_01	0175_02
n000775	0038_01	0247_01
n000775	0299_01	0661_01
n000775	0149_01	0185_01
n000775	0156_01	0212_02
n000775	0043_01	0241_01
n000775	0035_03	0054_01
n000775	0055_04	0270_01
n000775	0024_01	0079_01
n000775	0157_01	0189_01
n000775	0070_01	0320_02
n000775	0175_01	0320_02
n000775	0031_02	0089_02
n000775	0131_03	0225_01
n000775	0134_03	0216_01
n000775	0123_01	0249_01
n000775	0129_01	0163_01
n000775	0146_02	0346_01
n000775	0090_01	0187_02
n000775	0123_01	0308_01
n000775	0092_02	0636_01
n000775	0125_01	0140_04
n000775	0149_01	0630_03
n000775	0080_01	0140_03
n000775	0031_01	0131_01
n000775	0400_01	0650_01
n000775	0011_01	0149_01
n000775	0216_01	0346_01
n000775	0191_01	0194_01
n000775	0043_01	0223_01
n000775	0091_01	0159_05
n000775	0081_04	0087_01
n000775	0080_01	0122_02
n000775	0043_01	0371_01
n000775	0131_04	0492_01
n000775	0104_01	0133_02
n000775	0133_01	0435_01
n000775	0035_03	0175_02
n000775	0140_02	0189_01
n000775	0103_02	0346_01
n000945	0102_01	0305_01
n000945	0100_01	0674_01
n000945	0100_01	0690_02
n000945	0305_01	0457_01
n000945	0368_01	0444_01
n000945	0368_01	0520_04
n000945	0055_01	0408_02
n000945	0615_01	0629_02
n000945	0213_01	0374_01
n000945	0014_01	0207_01
n000945	0054_01	0417_01
n000945	0077_01	0675_01
n000945	0216_01	0478_03
n000945	0037_01	0265_01
n000945	0033_01	0451_02
n000945	0432_03	0613_01
n000945	0374_01	0687_01
n000945	0287_01	0295_03
n000945	0045_01	0114_02
n000945	0080_03	0299_02
n000945	0237_02	0509_01
n000945	0137_01	0643_01
n000945	0027_02	0507_01
n000945	0107_01	0620_01
n000945	0155_01	0157_01
n000945	0219_02	0544_02
n000945	0138_02	0254_01
n000945	0013_01	0436_01
n000945	0151_01	0477_02
n000945	0291_02	0318_01
n000945	0016_01	0075_01
n000945	0212_02	0629_02
n000945	0406_01	0544_02
n000945	0034_01	0425_01
n000945	0280_01	0614_02
n000945	0115_01	0151_01
n000945	0213_01	0479_01
n000945	0182_01	0303_01
n000945	0008_01	0459_01
n000945	0262_06	0326_01
n000945	0170_01	0421_01
n000945	0082_01	0320_01
n000945	0205_02	0629_02
n000945	0106_02	0487_02
n000945	0010_01	0079_01
n000945	0123_01	0179_01
n000945	0262_04	0299_02
n000945	0185_01	0398_04
n000945	0313_01	0703_01
n000945	0064_01	0231_06
n000945	0365_01	0457_01
n000945	0095_01	0317_02
n000945	0097_01	0387_01
n000945	0374_01	0686_01
n000945	0056_01	0108_01
n000945	0182_01	0364_04
n000945	0101_01	0614_02
n000945	0021_01	0410_01
n000945	0213_01	0401_02
n000945	0372_01	0509_01
n000945	0090_01	0398_04
n000945	0094_01	0626_01
n000945	0039_01	0678_01
n000945	0448_01	0687_01
n000945	0046_01	0196_02
n000945	0056_01	0417_01
n000945	0040_01	0652_02
n000945	0017_01	0215_01
n000945	0118_02	0163_02
n000945	0265_01	0359_01
n000945	0029_02	0185_01
n000945	0030_01	0419_01
n000945	0110_01	0354_01
n000945	0262_08	0568_03
n000945	0083_01	0619_01
n000945	0543_01	0627_02
n000945	0091_02	0544_02
n001277	0220_02	0506_01
n001277	0060_02	0068_01
n001277	0081_02	0158_01
n001277	0064_01	0094_01
n001277	0023_09	0025_01
n001277	0187_01	0299_01
n001277	0129_01	0299_01
n001277	0120_03	0188_01
n001277	0059_02	0081_02
n001277	0236_01	0506_01
n001277	0087_02	0158_01
n001277	0086_01	0507_01
n001277	0004_09	0151_01
n001277	0168_01	0210_02
n001277	0060_02	0193_01
n001277	0105_02	0130_01
n001277	0004_08	0182_01
n001277	0080_01	0158_01
n001277	0101_02	0197_01
n001277	0039_02	0066_01
n001277	0082_02	0111_02
n001277	0030_01	0156_01
n001277	0212_03	0324_01
n001277	0010_01	0092_01
n001277	0019_02	0342_08
n001277	0031_01	0203_01
n001277	0004_03	0210_02
n001277	0088_01	0190_01
n001277	0157_01	0198_01
n001277	0028_01	0212_03
n001277	0013_01	0106_01
n001277	0111_02	0146_01
n001277	0165_01	0182_01
n001277	0055_01	0091_01
n001277	0003_01	0086_01
n001277	0058_01	0236_01
n001277	0145_01	0153_09
n001277	0016_01	0173_06
n001277	0140_02	0153_07
n001277	0045_01	0190_01
n001277	0063_02	0192_01
n001277	0066_01	0087_02
n001277	0072_01	0524_01
n001277	0062_01	0166_01
n001277	0153_09	0180_02
n001277	0055_01	0324_01
n001277	0063_02	0241_05
n001277	0173_06	0210_02
n001277	0078_02	0324_01
n001277	0130_01	0294_01
n001277	0019_01	0095_01
n001277	0030_01	0043_01
n001277	0254_01	0294_09
n001277	0105_02	0335_01
n001277	0012_01	0059_02
n001277	0023_01	0235_01
n001277	0129_01	0188_01
n001277	0168_01	0342_01
n001277	0193_01	0294_01
n001277	0021_01	0227_02
n001277	0016_01	0029_01
n001277	0024_01	0035_02
n001277	0024_01	0238_02
n001277	0005_01	0144_01
n001277	0026_01	0173_04
n001277	0023_01	0103_01
n001277	0080_01	0534_01
n001277	0034_01	0064_01
n001277	0012_01	0230_01
n001277	0006_01	0230_01
n001277	0004_09	0250_01
n001277	0062_01	0512_01
n001277	0133_01	0254_01
n001277	0065_02	0067_01
n001277	0215_01	0238_02
n001277	0002_01	0181_01
n001277	0157_01	0161_01
n001277	0036_01	0173_04
n001277	0090_01	0367_01
n001277	0086_01	0181_01
n001277	0462_01	0516_02
n001277	0032_01	0063_02
n001277	0091_01	0151_01
n001277	0028_01	0155_02
n001277	0159_02	0196_01
n001277	0044_01	0201_02
n001291	0213_05	0306_01
n001291	0141_02	0157_02
n001291	0246_01	0485_02
n001291	0170_02	0176_01
n001291	0180_01	0456_01
n001291	0151_01	0521_01
n001291	0110_01	0377_01
n001291	0183_02	0342_01
n001291	0081_01	0291_01
n001291	0028_02	0181_01
n001291	0035_01	0078_01
n001291	0225_02	0484_01
n001291	0381_01	0447_01
n001291	0247_01	0439_01
n001291	0042_01	0230_01
n001291	0173_01	0381_01
n001291	0073_01	0465_01
n001291	0094_01	0304_01
n001291	0217_01	0228_01
n001291	0203_01	0316_04
n001291	0311_03	0410_01
n001291	0370_01	0477_01
n001291	0146_02	0525_02
n001291	0286_01	0441_02
n001291	0163_01	0291_01
n001291	0222_01	0411_01
n001291	0437_01	0467_03
n001291	0273_01	0274_02
n001291	0184_01	0322_01
n001291	0031_01	0469_01
n001291	0157_02	0338_02
n001291	0262_01	0355_02
n001291	0159_01	0235_01
n001291	0308_01	0491_01
n001291	0225_02	0275_01
n001291	0172_01	0263_01
n001291	0420_01	0470_04
n001291	0186_01	0216_01
n001291	0156_02	0214_01
n001291	0090_02	0111_01
n001291	0296_02	0395_02
n001291	0178_01	0356_01
n001291	0013_01	0335_02
n001291	0118_01	0137_03
n001291	0315_01	0511_01
n001291	0296_01	0413_01
n001291	0352_01	0437_01
n001291	0006_01	0333_01
n001291	0042_01	0316_04
n001291	0287_01	0449_02
n001291	0176_01	0468_01
n001291	0051_01	0517_02
n001291	0324_01	0423_01
n001291	0315_01	0435_01
n001291	0450_02	0490_01
n001291	0149_01	0159_01
n001291	0032_01	0051_01
n001291	0013_01	0261_01
n001291	0174_01	0316_04
n001291	0096_01	0300_01
n001291	0142_01	0509_01
n001291	0146_02	0257_01
n001291	0274_02	0534_02
n001291	0233_02	0325_01
n001291	0072_02	0127_01
n001291	0127_01	0218_01
n001291	0109_01	0284_01
n001291	0055_01	0108_01
n001291	0051_01	0426_01
n001291	0014_01	0125_03
n001291	0148_01	0224_01
n001291	0258_01	0485_02
n001291	0100_01	0101_01
n001291	0497_01	0513_01
n001291	0015_02	0106_01
n001291	0095_01	0107_01
n001291	0074_01	0129_01
n001291	0222_01	0226_01
n001291	0108_01	0317_01
n001291	0070_01	0410_01
n001291	0475_02	0513_01
n001291	0382_01	0468_01
n001291	0168_01	0427_01
n001291	0048_01	0106_01
n001291	0285_01	0484_01
n001291	0098_01	0179_01
n001368	0212_01	0544_01
n001368	0024_01	0306_01
n001368	0412_01	0476_01
n001368	0112_15	0446_02
n001368	0112_13	0198_07
n001368	0266_01	0317_01
n001368	0002_01	0216_01
n001368	0041_01	0241_01
n001368	0109_01	0181_08
n001368	0030_01	0336_01
n001368	0143_01	0250_05
n001368	0163_02	0317_01
n001368	0181_10	0526_01
n001368	0109_01	0181_20
n001368	0110_01	0348_04
n001368	0130_01	0279_01
n001368	0204_01	0250_04
n001368	0067_01	0196_02
n001368	0181_21	0250_05
n001368	0072_01	0529_01
n001368	0155_01	0181_25
n001368	0060_01	0268_03
n001368	0006_01	0263_01
n001368	0111_02	0187_01
n001368	0285_01	0352_01
n001368	0181_24	0316_01
n001368	0104_02	0177_01
n001368	0112_37	0390_01
n001368	0076_02	0459_01
n001368	0042_01	0128_01
n001368	0026_05	0181_18
n001368	0322_01	0495_01
n001368	0189_01	0526_01
n001368	0296_01	0336_01
n001368	0090_01	0129_01
n001368	0009_01	0384_02
n001368	0088_02	0110_01
n001368	0027_01	0186_01
n001368	0279_01	0373_01
n001368	0394_01	0498_01
n001368	0263_01	0390_01
n001368	0025_01	0181_25
n001368	0026_04	0070_01
n001368	0290_02	0500_01
n001368	0269_01	0295_01
n001368	0106_01	0518_01
n001368	0453_02	0536_01
n001368	0106_01	0181_03
n001368	0465_02	0518_01
n001368	0047_01	0463_01
n001368	0129_01	0431_01
n001368	0181_14	0181_15
n001368	0108_01	0178_01
n001368	0112_34	0194_02
n001368	0181_06	0368_01
n001368	0171_01	0347_03
n001368	0084_01	0306_01
n001368	0041_01	0181_08
n001368	0130_01	0438_01
n001368	0029_01	0416_01
n001368	0074_01	0438_01
n001368	0112_23	0282_01
n001368	0402_03	0428_01
n001368	0262_01	0516_01
n001368	0017_02	0217_01
n001368	0063_01	0321_02
n001368	0096_01	0274_01
n001368	0181_19	0477_02
n001368	0100_01	0419_01
n001368	0168_01	0479_02
n001368	0026_23	0461_01
n001368	0325_02	0327_02
n001446	0282_02	0503_02
n001446	0116_02	0274_01
n001446	0326_02	0591_04
n001446	0059_01	0148_02
n001446	0285_01	0381_01
n001446	0629_01	0635_01
n001446	0360_03	0579_01
n001446	0041_02	0187_02
n001446	0217_01	0646_01
n001446	0056_01	0145_01
n001446	0039_01	0114_01
n001446	0059_01	0329_01
n001446	0109_01	0172_01
n001446	0086_02	0570_02
n001446	0156_02	0715_02
n001446	0038_01	0522_01
n001446	0126_01	0653_01
n001446	0013_01	0070_01
n001446	0084_01	0093_01
n001446	0025_01	0050_01
n001446	0065_01	0282_02
n001446	0014_01	0367_01
n001446	0164_02	0534_01
n001446	0016_01	0223_01
n001446	0021_01	0660_02
n001446	0040_01	0156_02
n001446	0338_02	0661_02
n001446	0224_01	0570_02
n001446	0088_01	0116_02
n001446	0107_01	0694_05
n001446	0260_02	0611_01
n001446	0233_01	0493_02
n001446	0493_02	0570_02
n001446	0068_01	0427_02
n001446	0381_01	0715_02
n001446	0184_01	0704_02
n001446	0612_03	0693_02
n001446	0089_01	0360_03
n001446	0017_01	0259_01
n001446	0046_01	0192_01
n001446	0060_01	0145_01
n001446	0198_01	0661_02
n001446	0026_01	0682_02
n001446	0002_01	0204_01
n001446	0134_03	0466_01
n001446	0089_01	0099_01
n001446	0191_01	0329_01
n001446	0027_02	0044_01
n001446	0029_02	0608_01
n001446	0338_02	0716_02
n001446	0387_02	0547_02
n001446	0124_01	0653_01
n001446	0172_01	0308_01
n001446	0093_01	0216_01
n001446	0485_01	0602_01
n001446	0062_02	0135_02
n001446	0050_01	0420_01
n001446	0026_01	0053_02
n001446	0024_01	0209_01
n001446	0372_02	0647_01
n001446	0056_01	0080_02
n001446	0172_01	0596_02
n001446	0081_01	0137_01
n001446	0300_01	0417_01
n001446	0076_01	0666_02
n001446	0040_01	0182_03
n001446	0103_02	0361_03
n001446	0317_01	0456_02
n001446	0034_01	0192_01
n001446	0173_02	0449_03
n001446	0271_01	0457_02
n001446	0070_01	0071_01
n001446	0320_01	0679_04
n001446	0623_02	0656_01
n001446	0049_01	0604_01
n001446	0144_01	0277_01
n001446	0430_02	0547_02
n001446	0173_02	0506_01
n001446	0071_01	0383_02
n001446	0421_03	0656_01
n001446	0014_01	0661_02
n001446	0163_04	0660_02
n001446	0011_01	0035_01
n001446	0113_02	0451_01
n001446	0217_01	0318_01
n001446	0376_01	0627_02
n001650	0130_01	0135_01
n001650	0150_02	0259_02
n001650	0018_02	0135_01
n001650	0038_01	0042_03
n001650	0055_01	0139_03
n001650	0138_01	0163_01
n001650	0017_04	0103_01
n001650	0141_02	0156_01
n001650	0046_01	0149_01
n001650	0005_01	0029_01
n001650	0089_02	0310_04
n001650	0046_01	0245_02
n001650	0058_02	0083_02
n001650	0016_01	0156_01
n001650	0050_02	0139_03
n001650	0070_02	0146_01
n001650	0040_04	0135_01
n001650	0086_02	0137_06
n001650	0003_01	0322_02
n001650	0122_01	0168_02
n001650	0127_04	0130_01
n001650	0025_01	0117_01
n001650	0076_02	0105_01
n001650	0046_01	0106_01
n001650	0082_01	0117_01
n001650	0032_01	0130_01
n001650	0018_02	0104_01
n001650	0002_01	0174_01
n001650	0007_01	0089_02
n001650	0054_01	0245_02
n001650	0032_01	0255_02
n001650	0081_02	0150_02
n001650	0126_01	0174_01
n001650	0105_01	0228_03
n001650	0075_03	0124_02
n001650	0156_01	0306_04
n001650	0017_04	0112_01
n001650	0025_01	0040_04
n001650	0123_01	0143_02
n001650	0100_01	0130_01
n001650	0067_01	0145_01
n001650	0060_03	0134_02
n001650	0030_01	0457_01
n001650	0071_01	0149_01
n001650	0119_04	0144_01
n001650	0064_02	0109_02
n001650	0050_02	0101_03
n001650	0104_01	0174_01
n001650	0026_01	0101_02
n001650	0050_02	0163_01
n001650	0373_01	0504_01
n001650	0085_02	0121_01
n001650	0020_05	0114_01
n001650	0003_01	0310_04
n001650	0112_01	0173_02
n001650	0015_01	0127_04
n001650	0057_02	0167_03
n001650	0096_02	0306_04
n001650	0052_02	0088_01
n001650	0015_01	0116_01
n001878	0116_01	0441_01
n001878	0152_01	0505_01
n001878	0284_02	0487_01
n001878	0107_02	0111_01
n001878	0115_02	0247_01
n001878	0386_01	0399_01
n001878	0142_02	0438_01
n001878	0143_01	0387_02
n001878	0177_01	0506_03
n001878	0115_02	0361_01
n001878	0040_01	0313_01
n001878	0167_02	0537_01
n001878	0098_01	0446_01
n001878	0276_01	0352_01
n001878	0360_01	0477_01
n001878	0091_01	0385_01
n001878	0208_02	0531_01
n001878	0215_01	0294_01
n001878	0024_01	0177_01
n001878	0373_01	0654_01
n001878	0118_01	0631_01
n001878	0573_01	0646_02
n001878	0269_01	0366_01
n001878	0292_01	0646_02
n001878	0026_01	0038_02
n001878	0431_01	0656_01
n001878	0185_01	0640_01
n001878	0277_01	0425_01
n001878	0101_01	0105_01
n001878	0045_01	0492_05
n001878	0100_01	0152_01
n001878	0337_01	0576_01
n001878	0124_01	0388_02
n001878	0524_03	0541_01
n001878	0263_01	0271_01
n001878	0092_01	0342_01
n001878	0119_01	0624_01
n001878	0072_01	0463_01
n001878	0191_02	0235_01
n001878	0304_04	0485_01
n001878	0388_02	0657_01
n001878	0114_01	0288_01
n001878	0129_01	0510_01
n001878	0420_01	0461_01
n001878	0217_01	0465_01
n001878	0381_01	0576_01
n001878	0478_01	0683_01
n001878	0224_01	0277_01
n001878	0224_01	0512_04
n001878	0122_02	0402_01
n001878	0373_01	0653_03
n001878	0136_01	0698_02
n001878	0169_01	0256_01
n001878	0048_01	0465_01
n001878	0447_01	0470_01
n001878	0203_01	0563_01
n001878	0072_01	0725_01
n001878	0246_01	0444_01
n001878	0174_01	0632_01
n001878	0042_01	0593_04
n001878	0392_01	0579_01
n001878	0144_03	0368_01
n001878	0130_01	0273_03
n001878	0388_02	0400_01
n001878	0138_02	0388_02
n001878	0036_02	0591_01
n001878	0108_01	0158_03
n001878	0576_01	0671_01
n001878	0075_01	0093_01
n001923	0097_01	0184_02
n001923	0054_01	0078_02
n001923	0046_01	0095_01
n001923	0051_01	0095_01
n001923	0044_01	0102_01
n001923	0091_01	0628_01
n001923	0089_01	0325_02
n001923	0042_01	0061_01
n001923	0047_01	0088_01
n001923	0051_01	0054_01
n001923	0040_02	0082_01
n001923	0242_02	0768_02
n001923	0002_01	0037_01
n001923	0075_01	0093_01
n001923	0243_02	0757_01
n001923	0060_01	0207_01
n001923	0055_01	0156_01
n001923	0055_01	0760_01
n001923	0045_01	0298_01
n001923	0153_01	0412_02
n001923	0047_01	0768_02
n001923	0070_01	0433_03
n001923	0080_01	0628_01
n001923	0184_02	0776_02
n001923	0034_01	0048_01
n001923	0053_01	0113_02
n001923	0085_01	0747_01
n001923	0093_01	0100_01
n001923	0010_01	0090_01
n001923	0037_01	0049_01
n001923	0001_01	0053_01
n001923	0005_01	0082_01
n001923	0009_01	0020_01
n001923	0018_01	0084_01
n001923	0129_02	0768_02
n001923	0102_01	0421_01
n001923	0036_01	0049_01
n001923	0150_01	0769_01
n001923	0748_01	0749_01
n001923	0151_01	0392_02
n001923	0008_01	0053_01
n001923	0003_01	0227_01
n001923	0239_04	0746_01
n001923	0057_02	0062_01
n001923	0092_01	0755_01
n001923	0094_01	0776_02
n001923	0100_01	0239_03
n001923	0090_01	0184_02
n001923	0093_01	0151_01
n001923	0113_01	0287_12
n001923	0008_01	0264_01
n001923	0063_02	0094_01
n001923	0097_01	0235_01
n001923	0057_04	0062_01
n001923	0013_01	0070_01
n001923	0031_01	0264_01
n001923	0044_02	0047_01
n001923	0019_01	0116_01
n001923	0038_01	0044_01
n001923	0075_02	0239_02
n001923	0026_01	0072_01
n001923	0050_01	0068_01
n001923	0001_01	0774_01
n001923	0079_01	0081_02
n001923	0024_01	0078_02
n001923	0002_01	0095_01
n001923	0011_01	0239_02
n001923	0433_03	0628_01
n001923	0010_01	0251_01
n001923	0073_01	0217_01
n001923	0089_01	0107_01
n001923	0151_01	0153_01
