10	500
n002267	0020_01	0256_01
n002267	0017_01	0445_03
n002267	0016_01	0159_02
n002267	0265_02	0358_01
n002267	0090_01	0091_01
n002267	0076_03	0093_04
n002267	0013_01	0334_02
n002267	0082_01	0154_02
n002268	0154_02	0187_01
n002268	0037_02	0173_02
n002268	0100_01	0107_01
n002268	0086_02	0124_01
n002268	0026_01	0105_03
n002268	0029_01	0038_01
n002268	0053_02	0088_01
n002268	0148_01	0199_02
n002268	0042_01	0087_01
n002414	0035_01	0175_01
n002414	0085_01	0091_01
n002414	0005_02	0018_02
n002414	0066_01	0138_01
n002414	0110_02	0180_01
n002414	0087_01	0469_03
n002414	0086_01	0168_01
n002414	0059_01	0155_01
n002414	0021_01	0666_02
n002414	0058_01	0156_01
n002414	0051_01	0167_06
n002684	0292_01	0476_02
n002684	0052_02	0227_01
n002684	0048_01	0202_01
n002684	0148_01	0398_01
n002684	0096_01	0351_05
n002684	0125_01	0428_01
n002684	0389_01	0428_01
n002684	0159_01	0231_01
n002684	0268_01	0381_01
n002684	0021_01	0315_01
n002749	0068_02	0142_01
n002749	0188_04	0239_03
n002749	0193_01	0237_01
n002749	0022_02	0109_01
n002749	0105_01	0202_01
n002749	0036_04	0244_01
n002749	0074_01	0287_01
n002773	0381_01	0412_02
n002773	0005_01	0043_01
n002773	0026_01	0069_01
n002773	0006_01	0391_01
n002773	0028_08	0376_01
n002773	0006_01	0024_01
n002894	0055_01	0109_02
n002894	0018_01	0330_01
n002894	0172_01	0294_01
n002894	0288_01	0302_02
n002894	0090_01	0464_01
n002894	0040_01	0221_01
n002894	0063_01	0448_02
n002894	0087_01	0144_04
n002894	0095_02	0143_02
n002894	0217_01	0286_01
n003001	0225_01	0241_01
n003001	0015_01	0143_01
n003001	0252_02	0298_01
n003001	0357_01	0489_01
n003001	0073_02	0236_05
n003001	0278_01	0558_01
n003001	0109_01	0186_01
n003001	0304_01	0438_01
n003001	0020_01	0111_01
n003001	0375_03	0586_01
n003001	0337_02	0560_01
n003001	0160_02	0288_01
n003001	0322_02	0336_02
n003001	0183_01	0284_02
n003001	0222_02	0258_01
n003134	0096_01	0369_01
n003134	0117_02	0406_01
n003134	0106_02	0270_01
n003134	0073_02	0158_02
n003134	0014_04	0116_01
n003134	0098_01	0317_01
n003134	0071_01	0151_02
n003134	0076_01	0154_01
n003134	0013_01	0105_01
n003134	0004_01	0421_02
n003134	0138_01	0439_01
n003134	0397_01	0408_01
n003570	0171_01	0342_01
n003570	0108_01	0203_02
n003570	0063_01	0301_02
n003570	0064_02	0069_02
n003570	0096_01	0374_01
n003570	0237_01	0316_01
n003570	0171_01	0322_01
n003570	0060_01	0221_01
n004007	0075_01	0188_02
n004007	0212_01	0335_01
n004007	0040_02	0172_01
n004007	0100_01	0323_02
n004007	0250_01	0346_01
n004007	0071_01	0196_01
n004007	0077_02	0308_02
n004007	0142_01	0629_03
n004007	0318_01	0629_03
n004007	0226_01	0248_01
n004007	0260_01	0280_02
n004208	0472_01	0481_01
n004208	0025_01	0095_01
n004208	0218_01	0220_02
n004208	0037_01	0512_01
n004208	0140_01	0252_01
n004208	0015_01	0162_09
n004208	0005_01	0118_01
n004424	0066_01	0357_01
n004424	0231_01	0304_01
n004424	0072_01	0480_01
n004424	0062_01	0201_01
n004424	0059_01	0317_01
n004424	0188_01	0303_01
n004424	0177_01	0238_01
n004424	0340_01	0471_01
n004424	0107_01	0504_01
n004424	0199_01	0200_01
n004424	0360_01	0459_01
n004424	0159_01	0250_01
n004424	0272_01	0309_01
n004424	0045_01	0344_01
n004652	0032_01	0272_01
n004652	0481_01	0505_01
n004652	0145_01	0254_01
n004652	0160_01	0372_01
n004652	0249_02	0454_01
n004652	0107_01	0339_01
n004652	0013_01	0230_01
n004652	0037_01	0452_01
n004652	0426_02	0427_01
n004652	0155_01	0231_01
n004652	0091_01	0252_01
n004652	0130_01	0326_02
n004652	0222_01	0370_01
n004652	0075_01	0384_01
n004743	0369_01	0559_03
n004743	0288_01	0348_02
n004743	0125_01	0191_01
n004743	0241_02	0595_01
n004743	0060_01	0621_01
n004743	0425_04	0598_01
n004743	0117_02	0282_01
n004793	0055_01	0678_01
n004793	0274_01	0712_02
n004793	0128_01	0139_01
n004793	0037_03	0078_02
n004793	0006_01	0332_01
n004793	0001_02	0106_01
n004793	0183_01	0263_01
n004793	0085_01	0702_01
n004793	0004_01	0359_01
n004793	0697_01	0699_01
n004793	0112_01	0365_01
n004945	0019_01	0230_04
n004945	0036_01	0178_01
n004945	0011_01	0200_01
n004945	0117_01	0148_03
n005101	0134_01	0323_01
n005101	0339_01	0449_01
n005101	0271_01	0475_02
n005101	0001_02	0050_03
n005101	0093_01	0271_01
n005101	0101_01	0298_01
n005101	0098_01	0488_01
n005101	0430_02	0769_01
n005101	0214_01	0296_01
n005101	0194_01	0657_01
n005101	0068_01	0422_02
n005101	0112_01	0238_01
n005101	0441_02	0658_01
n005114	0028_01	0208_01
n005114	0105_01	0242_01
n005114	0096_01	0208_01
n005114	0087_01	0268_01
n005114	0066_01	0123_01
n005114	0178_01	0206_02
n005114	0095_01	0178_01
n005114	0118_02	0265_01
n005114	0050_01	0378_01
n005122	0302_02	0370_02
n005122	0144_03	0387_02
n005122	0169_01	0203_02
n005122	0033_02	0393_01
n005122	0138_02	0164_01
n005122	0234_01	0255_01
n005122	0115_02	0266_01
n005122	0237_01	0274_01
n005122	0148_01	0380_02
n005122	0200_02	0322_02
n005122	0027_01	0158_01
n005122	0066_01	0106_01
n005122	0043_01	0136_01
n005123	0147_01	0218_01
n005123	0102_01	0406_01
n005123	0072_01	0335_01
n005123	0158_01	0162_01
n005123	0014_01	0122_01
n005123	0023_01	0112_01
n005123	0170_01	0326_01
n005123	0044_01	0066_02
n005179	0106_01	0277_01
n005179	0208_01	0258_01
n005179	0483_01	0514_01
n005179	0306_01	0431_01
n005179	0198_01	0322_01
n005179	0054_01	0280_01
n005577	0107_01	0321_01
n005577	0137_01	0352_01
n005577	0142_01	0147_01
n005577	0243_01	0448_01
n005577	0166_02	0170_01
n005577	0265_01	0412_01
n005577	0020_01	0124_01
n005621	0119_01	0170_01
n005621	0040_01	0089_02
n005621	0650_01	0658_04
n005621	0094_04	0655_02
n005621	0024_04	0233_01
n005621	0184_01	0228_01
n005621	0048_01	0084_01
n005621	0101_01	0136_02
n005621	0051_01	0194_01
n005621	0022_01	0125_01
n005621	0001_02	0143_01
n005621	0114_02	0124_01
n005639	0042_02	0501_05
n005639	0242_01	0302_01
n005639	0078_01	0388_01
n005639	0106_01	0107_02
n005639	0084_15	0301_01
n005639	0275_01	0461_08
n005639	0059_01	0461_08
n005639	0092_03	0204_01
n005639	0066_04	0136_01
n005639	0279_01	0317_01
n005639	0011_02	0049_01
n005639	0147_01	0491_02
n005831	0271_01	0386_02
n005831	0163_01	0558_01
n005831	0221_01	0275_01
n005831	0350_01	0543_01
n005831	0188_01	0251_01
n005831	0133_01	0279_01
n005831	0044_02	0148_01
n005831	0134_01	0345_01
n005831	0315_01	0376_02
n005831	0110_03	0236_01
n005831	0144_01	0570_01
n005831	0067_01	0425_01
n005831	0163_01	0381_01
n005831	0062_01	0314_01
n005956	0142_01	0588_02
n005956	0087_01	0280_02
n005956	0164_02	0197_01
n005956	0103_02	0266_02
n005956	0009_01	0133_02
n005956	0189_01	0215_01
n005956	0164_02	0558_02
n005956	0096_01	0584_02
n005956	0017_02	0255_02
n005956	0086_01	0228_01
n005956	0202_03	0462_01
n006772	0045_01	0090_01
n006772	0084_01	0656_02
n006772	0103_01	0625_01
n006772	0169_01	0428_02
n006772	0085_01	0276_01
n006772	0242_02	0617_03
n007159	0075_05	0344_03
n007159	0115_02	0316_01
n007159	0120_02	0132_02
n007159	0260_01	0379_02
n007159	0091_02	0252_02
n007159	0076_02	0154_01
n007159	0115_01	0204_01
n007368	0023_01	0176_01
n007368	0059_01	0534_02
n007368	0009_02	0262_01
n007368	0275_01	0321_01
n007368	0043_01	0378_02
n007368	0269_03	0270_01
n007368	0068_01	0100_01
n007571	0181_01	0401_02
n007571	0166_02	0392_01
n007571	0304_03	0389_02
n007571	0242_02	0277_03
n007571	0044_02	0060_01
n007571	0122_01	0395_02
n007571	0145_01	0410_01
n008108	0070_02	0111_01
n008108	0038_04	0348_01
n008108	0147_01	0153_02
n008108	0256_01	0258_01
n008108	0036_01	0448_02
n008108	0058_01	0307_01
n008108	0259_01	0294_01
n008183	0104_01	0203_01
n008183	0074_01	0219_01
n008183	0526_01	0541_01
n008183	0105_01	0140_01
n008183	0339_01	0531_01
n008183	0075_01	0461_02
n008183	0161_01	0207_03
n008183	0245_01	0420_01
n008183	0061_01	0228_02
n008183	0094_01	0257_01
n008183	0331_01	0562_01
n008488	0174_01	0731_01
n008488	0464_01	0745_01
n008488	0160_01	0762_04
n008488	0050_01	0082_11
n008488	0194_02	0284_01
n008488	0199_01	0554_01
n008488	0120_02	0754_01
n008488	0097_01	0304_01
n008488	0073_01	0092_01
n008488	0071_15	0287_01
n008488	0005_02	0192_02
n008488	0205_01	0229_01
n008488	0056_01	0197_02
n008890	0043_01	0425_02
n008890	0329_01	0489_01
n008890	0265_01	0346_01
n008890	0044_01	0289_02
n008890	0009_01	0146_01
n008890	0058_01	0543_01
n008890	0308_02	0409_02
n008890	0199_01	0417_01
n009028	0152_01	0410_01
n009028	0488_01	0544_03
n009028	0054_01	0456_02
n009028	0193_01	0538_01
n009028	0041_02	0335_01
n009028	0229_01	0348_02
n009028	0371_01	0525_02
n009028	0422_01	0428_02
n009213	0171_01	0210_01
n009213	0100_02	0314_02
n009213	0177_07	0207_01
n009213	0128_01	0305_01
n009213	0122_01	0317_01
n009213	0108_01	0229_02
n009213	0097_01	0362_01
n009213	0158_07	0368_02
n009289	0011_01	0013_01
n009289	0310_01	0323_01
n009289	0120_01	0147_01
n009289	0102_01	0311_01
n009289	0051_01	0315_02
n009289	0225_01	0245_03
n009289	0116_01	0169_01
n009289	0179_02	0181_01
n009289	0175_01	0323_01
n009289	0095_01	0316_01
n009289	0041_01	0254_01
n009289	0024_01	0124_02
n009289	0023_01	0138_01
n009289	0073_01	0285_01
n009289	0324_01	0336_01
n000078	0189_01	n002684	0478_01
n000078	0362_01	n002773	0004_02
n000078	0219_01	n005831	0034_01
n000078	0299_02	n004652	0495_01
n000078	0530_01	n009289	0023_01
n000078	0089_02	n002414	0111_01
n000078	0137_03	n001850	0036_01
n000078	0050_01	n008890	0013_01
n000078	0104_01	n007159	0254_01
n000078	0436_02	n002684	0523_01
n000078	0351_01	n005123	0026_01
n000078	0039_02	n001059	0375_07
n000078	0370_03	n001059	0040_02
n000078	0244_01	n005621	0116_01
n000078	0178_01	n004424	0316_01
n000078	0247_01	n003570	0321_01
n000078	0156_02	n004424	0320_03
n000078	0400_01	n000945	0690_02
n000078	0008_01	n007159	0182_02
n000148	0373_01	n001811	0178_02
n000148	0064_01	n002268	0120_01
n000148	0106_01	n007368	0322_01
n000148	0139_01	n005114	0125_01
n000148	0110_04	n005831	0299_02
n000148	0108_01	n005122	0027_01
n000148	0608_01	n005621	0058_02
n000148	0439_01	n000658	0051_01
n000148	0281_01	n005577	0265_01
n000148	0076_01	n004743	0606_02
n000148	0010_01	n005122	0367_02
n000148	0033_01	n001059	0682_01
n000148	0647_03	n003134	0010_01
n000148	0078_01	n005114	0019_01
n000148	0294_01	n005114	0147_01
n000148	0370_04	n001439	0245_01
n000148	0621_03	n005179	0059_01
n000148	0374_01	n004007	0110_02
n000658	0026_01	n005639	0120_01
n000658	0376_03	n003570	0267_01
n000658	0078_01	n001242	0130_01
n000658	0280_01	n004208	0169_01
n000658	0139_01	n002894	0221_01
n000658	0091_01	n001811	0079_01
n000658	0351_03	n005123	0108_01
n000658	0105_01	n005621	0658_04
n000658	0302_01	n005122	0044_01
n000658	0143_01	n009289	0050_01
n000658	0135_01	n001781	0147_01
n000658	0259_01	n002749	0162_05
n000658	0267_01	n007571	0167_04
n000658	0226_03	n002773	0028_02
n000658	0174_01	n006772	0285_07
n000658	0185_01	n001850	0258_05
n000658	0334_01	n002684	0229_01
n000658	0068_02	n008890	0327_02
n000658	0312_01	n002773	0035_01
n000658	0054_01	n005639	0391_01
n000836	0228_01	n001850	0137_01
n000836	0121_01	n005101	0228_02
n000836	0005_01	n002894	0022_01
n000836	0021_01	n004208	0064_01
n000836	0345_03	n008488	0148_04
n000836	0228_01	n005123	0106_01
n000836	0577_02	n008488	0170_01
n000836	0067_01	n002773	0099_04
n000836	0108_01	n002894	0055_01
n000836	0036_01	n002749	0197_01
n000836	0583_01	n001439	0068_04
n000836	0192_01	n004945	0193_03
n000836	0043_02	n002267	0113_01
n000836	0016_02	n004208	0037_01
n000836	0585_01	n005639	0293_02
n000836	0029_01	n005831	0199_01
n000836	0084_02	n009213	0338_01
n000836	0081_01	n002684	0459_01
n000836	0551_01	n005123	0298_01
n000836	0029_01	n009028	0029_01
n000836	0081_01	n006772	0420_02
n000945	0453_02	n004945	0049_01
n000945	0087_01	n002267	0162_01
n000945	0141_01	n007368	0002_01
n000945	0653_02	n004652	0269_01
n000945	0016_01	n001242	0238_01
n000945	0035_01	n009213	0362_01
n000945	0208_01	n005101	0116_02
n000945	0343_01	n003134	0061_01
n000945	0195_01	n002749	0003_01
n000945	0129_01	n008108	0055_02
n000945	0100_01	n007159	0195_01
n000945	0467_01	n005831	0277_01
n000945	0014_01	n005101	0163_02
n000945	0687_01	n004945	0142_01
n000945	0359_01	n009289	0133_01
n000945	0521_05	n007159	0490_01
n000945	0042_01	n005956	0134_01
n000945	0653_02	n004652	0241_02
n000998	0030_02	n008488	0016_01
n000998	0008_02	n005831	0414_01
n000998	0167_01	n005179	0124_01
n000998	0153_01	n005114	0136_01
n000998	0341_02	n004743	0345_01
n000998	0168_01	n007571	0056_01
n000998	0442_01	n009028	0042_01
n000998	0094_01	n002684	0220_01
n000998	0143_01	n005831	0482_01
n000998	0156_01	n008108	0134_04
n000998	0075_01	n004743	0583_01
n000998	0034_02	n005123	0170_01
n000998	0051_01	n008488	0287_01
n000998	0014_04	n004652	0182_01
n000998	0004_04	n003001	0339_01
n000998	0058_01	n005123	0222_01
n000998	0116_05	n005639	0410_02
n000998	0276_01	n002749	0164_03
n000998	0022_01	n005122	0224_02
n000998	0120_04	n001781	0175_01
n000998	0177_01	n004424	0235_01
n000998	0193_01	n001811	0051_02
n001059	0030_01	n003570	0365_01
n001059	0076_02	n002684	0282_01
n001059	0039_02	n002268	0251_01
n001059	0300_02	n007159	0014_01
n001059	0455_07	n005122	0307_01
n001059	0177_04	n002684	0037_01
n001059	0094_01	n002414	0037_02
n001059	0120_03	n004743	0089_01
n001059	0241_05	n009028	0280_01
n001059	0060_01	n004007	0073_01
n001059	1065_01	n001242	0690_01
n001059	0021_01	n009028	0081_01
n001059	0076_02	n009289	0312_01
n001059	0011_01	n001781	0343_01
n001059	0137_01	n001242	0320_01
n001059	0296_07	n003001	0058_01
n001059	0106_01	n005831	0385_01
n001059	0284_02	n007368	0574_02
n001059	0002_01	n008108	0422_05
n001242	0692_03	n001811	0006_01
n001242	0012_01	n003570	0230_01
n001242	0096_01	n005122	0005_01
n001242	0530_01	n002894	0130_01
n001242	0310_01	n004793	0160_01
n001242	0035_01	n007159	0093_02
n001242	0411_02	n008183	0071_01
n001242	0135_01	n008183	0410_02
n001242	0501_02	n004424	0106_01
n001242	0587_01	n008108	0085_01
n001242	0520_01	n008488	0232_01
n001242	0051_01	n005179	0514_01
n001242	0018_01	n004208	0463_01
n001242	0314_01	n004793	0148_01
n001242	0408_01	n002773	0023_01
n001439	0541_01	n002267	0003_01
n001439	0367_02	n005577	0135_01
n001439	0505_02	n008108	0340_02
n001439	0052_03	n005122	0021_01
n001439	0245_01	n007571	0119_03
n001439	0272_01	n005577	0350_01
n001439	0213_01	n002894	0031_04
n001439	0287_01	n002749	0376_01
n001439	0219_01	n001811	0069_01
n001439	0112_01	n001811	0028_01
n001439	0231_01	n004424	0392_01
n001439	0195_01	n001781	0010_02
n001439	0235_04	n007159	0034_01
n001439	0150_01	n002267	0196_02
n001439	0131_02	n006772	0120_01
n001439	0020_01	n004652	0203_01
n001439	0213_01	n002894	0042_01
n001781	0045_01	n005956	0261_01
n001781	0414_01	n007571	0290_02
n001781	0489_01	n007368	0113_01
n001781	0378_01	n001811	0130_01
n001781	0096_02	n009213	0047_03
n001781	0139_02	n009213	0028_02
n001781	0285_01	n002749	0256_01
n001781	0317_01	n005179	0190_01
n001781	0391_01	n005956	0177_01
n001781	0318_01	n005577	0293_01
n001781	0337_01	n008183	0389_01
n001781	0022_01	n004424	0315_01
n001781	0458_01	n007368	0242_01
n001781	0118_01	n002268	0385_01
n001781	0296_01	n002414	0024_01
n001781	0235_01	n005123	0312_01
n001811	0011_02	n008183	0557_01
n001811	0139_01	n008183	0087_01
n001811	0310_02	n004793	0247_01
n001811	0195_01	n004424	0266_01
n001811	0131_01	n008488	0071_02
n001811	0023_01	n008890	0418_01
n001811	0164_01	n005179	0540_01
n001811	0122_01	n005639	0171_02
n001811	0194_01	n005179	0121_01
n001811	0319_03	n004424	0504_01
n001811	0063_01	n005956	0213_01
n001811	0342_01	n005577	0171_01
n001811	0052_02	n007571	0131_01
n001811	0023_01	n008890	0025_01
n001811	0016_01	n009289	0019_01
n001811	0037_01	n007571	0209_02
n001811	0094_01	n002749	0233_01
n001811	0143_02	n004793	0256_01
n001811	0080_01	n004007	0108_01
n001850	0340_02	n009213	0294_01
n001850	0011_01	n005122	0093_01
n001850	0007_01	n004007	0078_01
n001850	0304_01	n002268	0390_01
n001850	0016_01	n004945	0235_01
n001850	0166_02	n005114	0292_01
n001850	0265_02	n004743	0206_01
n001850	0006_02	n005577	0196_01
n001850	0171_02	n005101	0730_01
n001850	0061_01	n005577	0206_03
n001850	0117_05	n008890	0209_01
n001850	0332_03	n002894	0147_01
n001850	0036_01	n005179	0200_01
n001850	0257_05	n007571	0022_01
n002267	0378_01	n005956	0263_01
n002267	0301_02	n008183	0247_01
n002267	0361_02	n005123	0002_01
n002267	0077_01	n002773	0374_09
n002267	0004_01	n002414	0009_01
n002267	0209_01	n005122	0271_02
n002267	0044_01	n002773	0014_01
n002267	0281_01	n003001	0071_01
n002267	0192_01	n004793	0312_01
n002267	0024_01	n005123	0298_01
n002267	0217_01	n005123	0355_01
n002267	0025_01	n005956	0166_01
n002267	0346_02	n002749	0197_01
n002267	0086_01	n002268	0011_01
n002268	0063_01	n004793	0395_01
n002268	0001_03	n004652	0302_01
n002268	0179_02	n003570	0255_02
n002268	0181_05	n003134	0261_01
n002268	0134_02	n003001	0558_01
n002268	0104_01	n007159	0266_06
n002268	0009_01	n004793	0247_01
n002268	0091_02	n009289	0038_01
n002268	0139_01	n002684	0390_01
n002268	0130_01	n005831	0382_01
n002268	0134_02	n003134	0309_01
n002268	0387_01	n005101	0150_01
n002268	0096_02	n005639	0193_08
n002268	0183_01	n005122	0020_01
n002268	0043_03	n004743	0237_03
n002268	0370_03	n005956	0198_01
n002268	0391_02	n007571	0195_02
n002268	0410_01	n004743	0045_02
n002268	0400_01	n005179	0013_01
n002268	0025_01	n008183	0428_02
n002268	0143_01	n007159	0510_02
n002268	0033_01	n009028	0341_02
n002414	0003_01	n004007	0074_01
n002414	0138_01	n005956	0263_01
n002414	0019_01	n003134	0116_01
n002414	0110_02	n006772	0381_02
n002414	0091_01	n004945	0047_02
n002414	0153_04	n004793	0286_02
n002414	0191_01	n004793	0227_03
n002414	0088_01	n005831	0107_01
n002414	0025_01	n003001	0047_01
n002414	0126_01	n005577	0012_03
n002414	0137_01	n004945	0306_01
n002414	0277_02	n004793	0131_01
n002414	0064_01	n005639	0515_01
n002414	0167_06	n008890	0168_01
n002414	0110_02	n005621	0142_01
n002414	0132_02	n009028	0481_01
n002414	0078_02	n005114	0106_02
n002684	0094_01	n005101	0203_02
n002684	0277_01	n005101	0317_01
n002684	0065_01	n002773	0008_03
n002684	0008_01	n005123	0319_01
n002684	0443_01	n008890	0262_02
n002684	0167_01	n005639	0006_01
n002684	0169_01	n005122	0169_01
n002684	0123_01	n004652	0021_02
n002684	0398_01	n009213	0269_01
n002684	0561_01	n006772	0481_02
n002684	0025_01	n007571	0115_03
n002684	0265_01	n009028	0544_02
n002684	0440_01	n005621	0137_01
n002684	0371_01	n006772	0236_01
n002684	0386_01	n005122	0087_01
n002684	0575_01	n006772	0076_01
n002684	0425_02	n005956	0140_01
n002684	0200_01	n004208	0473_01
n002684	0250_01	n002749	0044_01
n002749	0265_01	n004424	0116_01
n002749	0064_05	n009289	0152_01
n002749	0214_02	n008488	0182_01
n002749	0065_01	n004652	0010_01
n002749	0367_01	n002894	0005_01
n002749	0131_01	n004424	0509_01
n002749	0112_01	n002773	0406_01
n002749	0126_01	n009289	0213_01
n002749	0043_03	n008108	0146_07
n002773	0016_08	n008890	0339_02
n002773	0014_01	n003001	0217_01
n002773	0200_02	n005101	0280_01
n002773	0011_01	n005577	0215_01
n002773	0090_02	n004208	0044_01
n002773	0260_01	n004007	0352_03
n002773	0107_03	n008108	0214_02
n002773	0065_01	n006772	0015_01
n002773	0016_08	n007159	0078_01
n002773	0392_02	n007571	0109_01
n002894	0032_01	n009213	0068_01
n002894	0359_01	n004652	0047_01
n002894	0340_01	n004793	0664_01
n002894	0320_01	n005122	0005_01
n002894	0244_02	n005123	0375_01
n002894	0235_01	n008183	0475_01
n002894	0193_01	n005179	0140_01
n002894	0052_01	n008183	0191_01
n002894	0126_01	n005577	0184_02
n002894	0131_02	n006772	0354_01
n002894	0253_02	n005179	0089_01
n003001	0558_01	n005621	0403_02
n003001	0388_01	n007571	0272_02
n003001	0475_01	n005101	0733_01
n003001	0616_01	n005577	0137_01
n003001	0110_01	n009289	0003_02
n003001	0038_01	n008183	0150_01
n003001	0284_02	n005831	0226_02
n003001	0414_01	n003570	0195_02
n003001	0407_01	n008183	0220_01
n003001	0181_01	n005956	0206_01
n003001	0298_01	n004208	0070_01
n003001	0482_04	n007571	0050_03
n003001	0490_01	n009028	0473_01
n003001	0147_01	n004208	0209_01
n003134	0159_02	n005114	0005_01
n003134	0013_01	n008108	0026_01
n003134	0011_01	n009028	0145_01
n003134	0027_02	n005577	0224_01
n003134	0152_01	n004945	0092_01
n003134	0054_01	n004793	0335_02
n003134	0204_03	n008183	0036_01
n003134	0403_02	n004793	0123_01
n003134	0146_01	n005956	0576_02
n003134	0184_01	n008488	0117_01
n003134	0106_02	n007368	0115_01
n003134	0080_02	n005621	0033_02
n003134	0186_01	n005831	0066_01
n003570	0057_01	n008890	0206_02
n003570	0365_01	n009028	0452_01
n003570	0070_02	n004208	0103_01
n003570	0312_01	n004208	0010_01
n003570	0140_01	n005639	0112_02
n003570	0043_01	n008108	0444_07
n004007	0273_01	n006772	0228_01
n004007	0109_02	n005639	0463_03
n004007	0160_01	n005179	0526_01
n004007	0155_02	n005577	0220_03
n004007	0099_01	n008890	0461_01
n004007	0247_01	n008488	0060_01
n004007	0134_02	n008488	0139_04
n004007	0048_02	n009028	0215_01
n004007	0008_01	n006772	0205_01
n004007	0151_02	n007571	0250_02
n004007	0180_01	n004652	0103_01
n004007	0139_02	n005621	0100_03
n004208	0332_01	n004424	0021_01
n004208	0253_01	n005101	0055_02
n004208	0156_01	n004945	0064_01
n004208	0164_01	n004793	0257_01
n004208	0094_01	n009028	0075_01
n004208	0010_01	n005956	0157_01
n004208	0130_01	n005956	0169_01
n004208	0179_01	n008890	0053_01
n004424	0318_02	n008890	0149_01
n004424	0414_01	n008183	0420_01
n004424	0458_01	n008183	0216_02
n004424	0280_01	n007368	0191_01
n004424	0446_01	n006772	0251_01
n004424	0199_01	n004793	0321_02
n004424	0081_01	n004652	0279_02
n004424	0259_01	n005639	0170_02
n004424	0180_01	n006772	0294_01
n004652	0366_01	n005621	0095_01
n004652	0071_01	n004793	0258_01
n004652	0298_01	n005179	0252_01
n004652	0002_01	n005123	0108_01
n004652	0083_01	n005831	0553_01
n004652	0022_01	n007159	0065_01
